"Var1","SAFE179","SAFE198","SAFE185","SAFE8","SAFE2","SAFE9","SAFE7","SAFE14","SAFE75","SAFE37","SAFE11","SAFE31","SAFE25","SAFE18","SAFE70","SAFE187","SAFE186","SAFE26","SAFE12","SAFE126","SAFE135","SAFE35","SAFE19","SAFE27","SAFE196","SAFE6","SAFE16","SAFE194","SAFE22","SAFE33","SAFE28","SAFE200","SAFE40","SAFE98","SAFE29","SAFE23","SAFE59","SAFE142","SAFE144","SAFE10","SAFE191","SAFE124","SAFE42","SAFE44","SAFE145","SAFE20","SAFE60","SAFE46","SAFE130","SAFE110","SAFE204","SAFE195","SAFE4","SAFE38","SAFE53","SAFE41","SAFE58","SAFE15","SAFE49","SAFE65","SAFE146","SAFE21","SAFE74","SAFE82","SAFE1","SAFE32","SAFE69","SAFE13","SAFE199","SAFE47","SAFE3","SAFE61","SAFE24","SAFE106","SAFE52","SAFE68","SAFE193","SAFE71","SAFE100","SAFE101","SAFE102","SAFE103","SAFE104","SAFE105","SAFE107","SAFE108","SAFE109","SAFE111","SAFE112","SAFE113","SAFE114","SAFE115","SAFE116","SAFE117","SAFE118","SAFE119","SAFE120","SAFE121","SAFE122","SAFE123","SAFE125","SAFE127","SAFE128","SAFE129","SAFE131","SAFE132","SAFE133","SAFE134","SAFE136","SAFE137","SAFE138","SAFE139","SAFE140","SAFE141","SAFE143","SAFE147","SAFE148","SAFE149","SAFE150","SAFE151","SAFE152","SAFE153","SAFE154","SAFE155","SAFE156","SAFE157","SAFE158","SAFE159","SAFE160","SAFE161","SAFE162","SAFE163","SAFE164","SAFE165","SAFE166","SAFE167","SAFE168","SAFE169","SAFE17","SAFE170","SAFE171","SAFE172","SAFE173","SAFE174","SAFE175","SAFE176","SAFE177","SAFE178","SAFE180","SAFE181","SAFE182","SAFE183","SAFE184","SAFE188","SAFE189","SAFE190","SAFE192","SAFE197","SAFE201","SAFE202","SAFE203","SAFE205","SAFE30","SAFE34","SAFE36","SAFE39","SAFE43","SAFE45","SAFE48","SAFE5","SAFE50","SAFE51","SAFE54","SAFE55","SAFE56","SAFE57","SAFE62","SAFE63","SAFE64","SAFE66","SAFE67","SAFE72","SAFE73","SAFE76","SAFE77","SAFE78","SAFE79","SAFE80","SAFE81","SAFE83","SAFE84","SAFE85","SAFE86","SAFE87","SAFE88","SAFE89","SAFE90","SAFE91","SAFE92","SAFE93","SAFE94","SAFE95","SAFE96","SAFE97","SAFE99"
"E108",0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1.428,0,0,0,0,1.428,0,0,0,-3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,3,0,0,0,0,0,0,10,0,3,0,0,10,0,0,10,0,0,0,3,0,0,0,0,0,0,0,-3,0,10,0,-1.428,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,0,3,3,0,0,10,0,0,1.428,0,0,3,0,0,0,1.428,0,0
"F108",5115.60688598314,4966.21130698314,31.563449,0,3.804,0,0.427,0,52.079449,272.503811,0,0,1.607,2.034,0,-38.63726982,-33.923449,0,1.634319,7.964595723,0,1.19,0,0,-184070.816506907,33,0.50813,5046.64943698314,18.652449,-1.017,-0.763,5082.86343698314,0,33.427,0,0,0.427,33.427,0.437,2.624,5082.86343698314,253.851362,0.427,0,14.091,0,2.197,0,4.561449,0,-5082.86343698314,5119.07743698314,19.832449,2.044,0,0,9.573,0,0,0.94813,0,13.214,0,0,5082.86343698314,-36.214,0.427,18.652449,592926.846423204,167.966,32.743449,-0.59,0,0,0,116.65213,0,72.59,1.19,0.427,0.427,0,0,0,0,0,0,0,0,0,0,0,0,17.472449,-22.00988982,-21.439449,-51.984375363,-14.774551,623.495412723,291.15626,19.079449,1.444,-3.09632,30.64,262.831658859,18.652449,0,-0.163,0,-0.753,170.427,0.25193,33.427,4.27,0.59,169.573,1.017,1.617,0,1.607,-0.163,0.25193,33,0,0.25193,0,0.3481,0,-0.163,1.90806,-32.573,14.091,171.18,-1.89626,-10,31.82,71.41,-73.77,-1.18,74.197,70.983,0.686189,0,-1.607,0,5083.29043698314,5082.43643698314,2170.3826875918,5050.11998798314,166430.479722822,5083.29043698314,5082.43643698314,2170.3826875918,5081.68343698314,5084.04343698314,-5997.7788556401,5082.86343698314,5199.51556698314,5082.86343698314,0,5082.86343698314,0,-1.18,18.652449,0.427,11.607,0.59,2.797,0.427,-93.161049,4.76,35.034,0.690459,15.865449,-2.787,0,0,14.091,18.225449,18.652449,-1.19,53.717189,-85.6562,0.25193,1.017,0.50386,10.427,0.59,33,32.573,1.18,0.163,170,0,0,9.247,12.30386,1.18,32.573,0,0,0,10,1.017,1.017
"G108",25.049501994139,11.049616994139,0.739289,0,0.094,0,-0.293,0.34,15.437269,32.358231,0,0.68,0.387,0.094,0,-0.96511652,-2.099289,1.02,0.018189,0.034322643,0,0,0,0,-348.640162515527,15,0,8.876212994139,0.730269,-0.387,0.387,23.630212994139,0,15.387,0,0,0.047,15.047,0.387,0.434,24.650212994139,31.627962,1.067,0,5.805,0,0.387,0,0.0412490000000002,0,-23.630212994139,38.384212994139,0.390269,0.774,0,0.172,1.113,0.34,0,0,0,2.274,0,0,23.630212994139,-14.754,0.387,0.730269,297.282163073213,83.226,1.419289,-0.34,5.1,1.02,0,12.580596,24.1028172540218,32.508,0,0.387,0.387,0,0.34,0.68,0,0,0,0,0,0.34,0,0,0,1.070269,0.24829146,-0.777269,-0.034322643,-13.976731,10.740066183,33.0885,0.777269,0.774,0.14756,14.66,0.50316994638,0.050269,0.49658292,0.387,0,0.387,84.387,0,14.707,0.5805,0,83.613,0.047,0.387,0,0.387,0.387,0,15.34,0.13158,0,0,0,0.26316,0.387,0,-14.273,5.67342,84,0.13158,-1.5,14.32,32.848,-32.168,0.34,32.895,32.121,-0.113391,0,-0.387,0,23.337212994139,23.923212994139,-6.92365240728273,22.210923994139,33.5381013702386,23.677212994139,23.583212994139,1.11062001072453,22.950212994139,24.310212994139,-16.0685448360145,22.610212994139,36.210808994139,23.630212994139,0,23.630212994139,0,-0.68,1.410269,0.727,1.887,0,0.387,0.727,-0.691229,1.36,15.094,0.149769,0.683269,-0.047,0,0.34,0.68902,0.683269,0.730269,0,5.691609,11.05272,0,0.387,0,1.887,0,14.66,14.613,0,-0.047,84,0,0,1.887,0,0.34,14.613,0.34,0.34,0.34,1.5,0.387,0.387
"H108",-19.4351,0,-20.1551,0,-3.86,0,-0.72,0.48,8.14,0,0,0.72,0,-0.72,0,13.993272,18.7151,0.24,0,0,0,0,0,0,0,12,0,-6.21,0,0,-0.24,0,0,12,0.24,0,-1.93,10.07,0.24,-1.93,0.24,0,0.72,0,0,0,0,0,19.4351,0.24,0,6.21,-1.93,0.24,0,0.148,2.386,0.24,0,0,0,2.386,0,0,0,-6.21,0,0,0,210,-19.4351,-1.93,23.16,0,0,0,0,0,0.24,0,0,0.24,1.69,0,0,0.24,0.24,0,0.24,0,0.24,0,0.074,1.93,0,1.93,0,-8.14,0,0,-1.93,0,-3.7249,10.07,0,-0.72,0,0,0,0,210,0,8.14,0,0,210,-1.93,0.24,0.24,0,0,0,13.93,0,0,0,0,0,0,0,-10.07,0,210,0,-2.386,8.14,1.93,1.93,1.93,0,0,0,0,0,0,-0.72,0.72,0,19.4351,0,-1.93,1.93,0,-0.72,0.72,0,-0.24,0,0,0,0,0,-0.72,0.72,1.93,2.386,0,0.24,1.93,15.7102,0,8.14,0,1.93,1.93,0.24,0.24,-19.4351,1.93,0,-0.24,0,0,0,0,0,2.386,0,10.07,12,0,1.93,210,0,0,2.386,0,1.93,12,0.24,0,1.93,2.386,0,0
"I108",0.713015625,0.116515625,0.034,0,0.125,0,0,0.71,4.159,3.484375,0,0,0.125,0.125,0,-0.019875,-0.284,0,0,0,0,0.71,0,0,-2.285314453125,4,0,-3.570984375,0.159,-0.125,0,0.554015625,0,4,0,0,0,4.125,0,0.125,0.554015625,3.325375,0,0,0,0,0.125,0,0.159,0,-0.554015625,4.679015625,0.159,0.125,0,0.125,1.272,0,0,0,0,1.397,0.71,0,0.554015625,-4.125,-0.125,0.159,0.2423818359375,27.75,0.159,-0.125,0,0,0,0.4375,0,3.5,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,-0.284,-0.019875,-3.841,0.636,3.643375,0.159,0.125,0,3.875,0,0.159,0,0,0,0.125,28.125,0,4,0,0,27.875,0,0,0,0.125,0,0,4,0,0,0,0,0,0.125,0,-3.875,0.5,28,0,-1.147,3.875,3.5,-3.5,0,3.625,3.375,0,0.125,-0.125,0,0.554015625,0.554015625,0,0.395015625,0.088088484375,0.554015625,0.554015625,0,0.429015625,0.679015625,-0.069251953125,0.554015625,0.991515625,0.554015625,0,0.554015625,0,-0.125,0.159,0.125,1.272,0,0,0,-0.5,0.71,4.125,0,0.034,-0.125,0,0,0,0.159,0.159,0.125,0.5,0,0,0.125,0,1.272,0,4,4,0,0,28,0,0,1.272,0,0,4,0,0,0,1.272,0,0
"J108",0,0,0,0,0,0,0,0,3,0,11.11,0,0,0,0,0,0,0,0,0,0,5.55,0,5.55,0,3,0,-3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1.222,0,0,0,0,1.222,0,0,0,-3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,3,0,0,0,0,0,0,11,0,3,0,0,11,0,0,11.11,0,0,0,3,0,0,0,0,0,0,0,-3,0,11,0,-1.222,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,0,3,3,0,0,11,0,0,1.222,0,0,3,0,0,0,1.222,0,0
"K108",963.875904874838,934.714112874838,5.802822,2.73,5.061,0.54,0,0,39.603822,125.762029,0,0,1.801,1.801,0,-13.694483422,-9.404822,0,2.93563,0,0,0.54,0,0,-33881.6761683384,32,0,920.841082874838,7.603822,-1.261,-2.18,956.812082874838,0,32,0,0,0,32.171,0.55,3.431,956.272082874838,118.158207,0,0,0,0,2.341,0,7.603822,0,-956.272082874838,991.703082874838,9.233822,2.351,0,0,2.592,0,0.54,0.97254,0,6.023,0,0,956.272082874838,-35.431,-0.171,7.603822,20615.2848744533,68.028,7.603822,-0.171,0,0,0,21.55797,0,11.97,2.18,0,0.171,0,0,0,0,0,0,0,0,0,0,0,0,5.973822,-12.39422986,-11.034822,-26.088713282,-24.396178,243.322304,133.365851,7.603822,1.801,-5.59253,28.569,0,7.603822,0,0,0.54,-1.459,70.171,0,32,0,0.54,69.829,1.63,2.18,0,1.801,-1.63,0,32,0,0,-1.63,0,0,-1.459,3.5534,-31.829,5.472,71.63,-2.93563,-2.421,30.199,10.34,-13.6,-1.63,13.771,10.169,0,0.171,-1.801,0,956.272082874838,956.272082874838,0,948.668260874838,7271.32270174951,956.272082874838,956.272082874838,0,954.471082874838,958.073082874838,-1722.24602125758,956.272082874838,977.830052874838,955.732082874838,516.386924752412,956.272082874838,0,-1.801,7.603822,0.171,4.222,0,3.81,0,-109.792,4.91,33.801,0.37278,4.172822,-3.431,0,0,0,7.603822,7.603822,-2.009,57.632,-19.5111,0.27873,1.801,0.27873,2.592,1.63,32,32,1.63,1.63,70,0,0,0.962,4.22496,1.63,32,0,0,0,2.592,1.63,0
"L108",-1.3851,0,-1.3851,0,-1.14,0,0,0,1.86,0,0,0,0,0,0,0,1.3851,0,0,0,1.73,0.57,0,0,0,3,0,-1.29,0,0,-0.57,0,0,3,0,0,-0.57,2.43,0.57,-0.57,0,0,0,0,0,0,0,0,1.3851,0,0,1.29,-0.57,0.57,0,0.093,1.136,0,0,0,0,1.136,0,0,0,-1.29,0,0,0,25,-1.3851,-0.57,1.71,0.57,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0.57,0,-1.86,0,0,-0.57,0,-0.3249,2.43,0,0,0,0,0,0,25,0,1.86,0,0,25,-0.57,0.57,0,0,0,0,3.57,0,0,0,0,0,0,0,-2.43,0,25,0,-1.136,1.86,0.57,0.57,0.57,0,0,0,0,0,0,0,0,0,1.3851,0,-0.57,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0.57,1.136,0,0.57,0.57,1.0602,0.57,1.86,0,0.57,0.57,1.15,0,-1.3851,0.57,0,-0.57,0,0,0,0,0,1.136,0,2.43,3,0,0.57,25,0,0,1.136,0,0.57,3,0,0,0.57,1.136,0,0
"M108",165.0793984,162.2390784,1.72032,0,3.36,2.25,0,0,7.84032,57.12,0,0,1.12,1.12,1.5905792,-3.1811584,-3.96032,0,1.2544,0,0,2.25,0,0.56,-1174.610927616,5,0,154.9990784,3.40032,0,-2.82,164.4890784,1.12,5,0,0.56,0,5,1.7,2.24,162.2390784,54.27968,0,0,0,0,2.24,0,2.84032,0,-161.1190784,169.4790784,3.96032,2.82,1.12,0,1.416,0,0.56,1.2544,0,3.656,0,0,162.2390784,-7.24,0,2.28032,0,49.88,2.84032,0,0,0.56,0,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72032,-3.1811584,-5.08032,-6.3623168,-2.15968,14.2016,59.96032,2.84032,1.12,-2.5088,2.76,0,2.84032,0,0,0.56,-1.12,51,0,5,0,1.12,51,1.12,2.82,0,1.12,-1.12,0,5,0,0,-1.12,0,0,-1.12,3.1584,-5,0,52.12,-1.2544,-1.416,3.88,-1.12,-1.12,-1.12,1.12,-1.12,0,0,-1.12,0,162.2390784,162.2390784,0,159.3987584,460.810899161088,162.2390784,162.2390784,0,161.1190784,163.3590784,-181.707767808,162.2390784,162.2390784,159.9890784,365.0379264,163.3590784,181.707767808,-1.12,2.84032,0,2.536,0,3.94,0,-11.2,2.25,6.12,0,0.60032,-2.24,0,0,0,2.84032,2.84032,-2.82,5.6,0,0,1.12,0,1.416,1.12,5,5,1.12,1.12,51,0,0,0.296,1.58592,1.12,5,0,0,0,1.416,1.12,0
"N108",50295.5596965711,44657.4699195711,77.973744,0.44,2.295,0.1,0.346,0,209.638744,4878.816859,0,0,1.519,1.865,10.39567144,-92.839130712,-80.319744,0.02,0.601524,3.561289424,0,0.96,0,0.05,-10105802.0246402,199,0.51208,50015.1679525711,11.302744,-1.519,-1.134,50216.5129525711,0.26,199.346,0,1.01,0.346,200.139,1.446,1.915,50216.4329525711,4868.524115,0.346,0.274378,68.854,0,1.519,1.22,-58.561256,0,-50216.1029525711,50417.6579525711,10.672744,2.965,0.31,0.068,5.704,0,0.26,0,0.75,8.295,0.57,0.44,50216.4129525711,-201.245,-0.447,9.282744,279150178.924946,3210.342,79.146744,-1.123,0,0.46,0,5558.943033,1004.32825905142,3659.607,1.48,0.346,1.139,0,0,0.46,0,0,0,0,0,0,0,0,0,9.912744,-3.91124272,-12.191744,-19.545920856,-189.053256,2051.817345424,4889.109603,10.638744,1.535,-0.7277,197.447,708.696595376,10.292744,0,0.016,0.13,0.759,3214.139,0.0173,199.346,2.0933,0,3211.861,0.396,1.826,0,1.519,0.296,0.0173,199,0,0.11418,0.28,0.0165,0,1.089,0.69388,-197.861,226.661,3213.38,-0.57722,-5.257,197.827,3659.227,-3659.987,-0.38,3661.126,3658.088,0.525574,0.793,-1.519,0,50216.7589525711,50216.0669525711,17374.8788815896,50137.2662085711,3974465.58055543,50216.7589525711,50216.0669525711,17374.8788815896,50215.2399525711,50217.5859525711,-58903.8523933659,50216.3929525711,55775.3559855711,50216.3129525711,5021.64129525711,50216.7229525711,15567.088015297,-1.173,10.292744,1.139,6.776,0.33,2.206,0.346,-378.558054,3.21,200.865,2.079814,8.393744,-1.899,0,0,68.854,9.946744,10.292744,-0.687,302.806574,-1390.65066,0.05695,1.189,0.43282,6.396,0.05,199,198.654,0.38,-0.296,3213,0,0.159,6.016,2.43048,0.38,198.654,0,0,0,6.05,0.396,0.676
"O108",11887.1977456701,10377.6825516701,52.80463,0,1.97,0,0.406,0,122.86263,1832.789724,0,0,1.181,1.56,3.3574476,-40.05736724,-54.30063,0,0.526224,2.62139178,0,0.95,0.027,0.15,-1395423.43203982,116,0.64148,11715.7251156701,6.97663,-0.794,-1.174,11833.6451156701,0.1,116.406,0,0.52,0.406,116.794,1.626,1.61,11833.6451156701,1826.333094,0.406,0.157528,47.096,0,1.514,0.05,-40.63937,0,-11833.4351156701,11951.5651156701,6.81663,2.78,0.21,0.184,4.423,0,0.1,0.41544,0.42,6.749,0.42,0,11833.6451156701,-117.92,0.0180000000000001,5.93663,17229344.2840771,1587.052,53.55263,-0.698,0,0.58,0,1455.962564,0,1261.666,1.58,0.406,0.794,0,0,0.15,0.05,0,0,0,0,0,0,0,0,6.09663,-2.3243868,-7.97063,-9.77533782,-109.94937,751.59047178,1839.246354,6.86263,1.25,-0.5796,114.892,304.08144648,6.45663,0,0.096,0.15,0.434,1589.794,0.0203,116.406,1.960574,0.36,1588.206,0.456,1.986,0,1.154,0.356,0.0203,116,0,0.12586,0.26,0.0155,0,0.744,0.71496,-115.206,92.104,1589.36,-0.41544,-4.441,115.252,1261.306,-1262.026,-0.36,1262.82,1260.512,0.468524,0.388,-1.127,0.031158,11834.0511156701,11833.2391156701,4804.45991696207,11780.0924856701,633722.818430789,11834.0511156701,11833.2391156701,4804.45991696207,11832.8971156701,11834.3931156701,-8851.56654652125,11833.6451156701,13289.6076796701,11833.6451156701,0,11833.8551156701,2485.06547429072,-0.748,6.45663,0.794,5.595,0.31,2.346,0.406,-176.238684,3.16,117.56,1.576884,4.94263,-1.514,0,0,47.096,6.05063,6.45663,-1.192,134.332524,-454.19976,0.0397,0.844,0.28584,5.235,0.05,116,115.594,0.36,-0.356,1589,0,0.036,4.875,1.8846,0.36,115.594,0,0,0,4.829,0.456,0.716
"P108",26.694099752796,11.464614752796,4.983084,0,0.582,0,0.291,0,15.909084,35.126319,0,0,0.349,0.582,0,0,-4.983084,1.29,0.084681,0.179862444,0,1.29,0.058,0,-338.301047460067,15,0.09312,6.129015752796,0.618084,-0.291,-0.029,21.711015752796,0,15.291,0.32,0,0.291,15.291,0.611,0.582,23.001015752796,34.508235,0.291,0,4.365,0,0.291,0,-3.746916,0,-21.391015752796,37.293015752796,0.618084,0.902,0.32,0.174,1.542,0,0,0,0,2.415,0.32,0,21.711015752796,-15.582,0.291,0.618084,222.459773520465,120.418,4.983084,0,0,0.32,0,10.246401,28.0072103211068,35.211,0.32,0.291,0.291,0,0,0.32,0,0,0,0,0,0,0,0,0,0.618084,0,-0.909084,-0.179862444,-14.672916,9.451122444,35.744403,0.909084,0.582,0,15,2.69793666,0.618084,0,0.291,0,0.291,121.291,0,15.291,0.533403,0,120.709,0.291,0.611,0,0.291,0.291,0,15,0,0,0,0,0,0.291,0,-14.709,4.365,121,0,-1.833,15,35.211,-35.211,0,35.502,34.92,0.084681,0,-0.233,0.016878,22.002015752796,21.420015752796,6.31790558406364,16.727931752796,108.187815221506,22.002015752796,21.420015752796,6.31790558406364,21.711015752796,21.711015752796,0,20.421015752796,31.957416752796,21.711015752796,0,22.031015752796,6.94752504089472,0,0.618084,0.291,2.124,0,0.611,0.291,-4.449681,2.92,15.582,0.177801,0.327084,-0.291,0,0,4.365,0.327084,0.618084,-0.32,4.449681,0,0,0.291,0,2.124,0,15,14.709,0,-0.291,121,0,0,2.124,0,0,14.709,0,0.32,0,1.833,0.291,0.291
"Q108",0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,-42,0,0,0,0,2.94,42,0,0,0,42,0,0,0,0,0,0,0,2.94,0,0,0,0,0,42,0,0,0,0,14.5,0,0,0,0,14.5,0,0,0,-42,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,0,0,0,0,0,42,0,0,0,0,0,0,87,0,42,0,0,87,0,0,0,0,0,0,42,0,0,0,0,0,0,0,-42,0,87,0,-14.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,42,42,0,0,87,0,0.45,14.5,0,0,42,0,0,0,14.5,0,0
"R108",0,0,0,0,0,0,0,1.42,21,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,21,0,-21,0,0,0,0,0,21,0,0,0,21,0,0,1.42,0,0,0,0,0,0,0,0,0,1.42,21,0,0,1.42,0,3.555,0,0,0,1.42,3.555,0,0,0,-21,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,21,0,0,0,0,0,0,96,0,21,0,0,96,0,0,0,0,0,0,21,0,0,0,0,0,0,0,-21,0,96,0,-3.555,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42,0,0,0,1.42,0,0,0,0,3.555,0,0,0,0,4.28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555,0,21,21,0,0,96,0,0,3.555,0,0,21,0,0,0,3.555,0,0
"S108",1707.8567184,1697.4985384,7.94818,0,7.23,0,0,0,16.35818,163.88,0,0,2.41,2.41,0,-24.9632138,-12.76818,0,5.8081,0,0,2.06,0,1.03,-18366.934185488,6,0,1686.6785384,10.35818,1.03,-2.06,1697.4985384,0.34,6,0,0,0,6,-0.35,4.82,1697.4985384,153.52182,0,0,0,0,5.85,0,10.35818,0,-1696.4685384,1708.3185384,12.76818,2.06,1.03,0.116,1.888,0,2.06,8.2904,1.72,6.708,0.68,0,1697.4985384,-10.82,0,10.35818,0,65.59,10.35818,0,0,0.34,0,0,0,0,2.06,0,0,0,0,0.34,0.34,0,0,0,0,0,0,0,0,7.94818,-24.9632138,-15.17818,-49.9264276,4.35818,62.14908,174.23818,10.35818,2.41,-11.6162,1.18,0,10.35818,0,0,0,-2.41,68,0,6,0,3.44,68,2.41,2.06,0,2.41,-2.41,0,6,0,0,-2.41,0,0,-2.41,4.9646,-6,0,70.41,-5.8081,-1.888,3.59,-2.41,-2.41,-2.41,2.41,-2.41,0,0,-2.41,0,1697.4985384,1697.4985384,0,1687.1403584,17582.9954104841,1697.4985384,1697.4985384,0,1695.0885384,1699.9085384,-4090.971477544,1697.4985384,1697.4985384,1697.4985384,0,1698.5285384,1748.423494552,-2.41,10.35818,0,4.298,0,4.47,0,-28.92,4.13,8.41,0,5.53818,-4.82,0,0,0,10.35818,10.35818,-2.06,14.46,0,0,2.41,0,1.888,2.41,6,6,2.41,2.41,68,0,0,-0.522,4.55008,2.41,6,0,0,0,1.888,2.41,0
"T108",0,0,-2.7,0,0,0,-2.7,0,7,0,0,2.7,0,-2.7,0,0,-2.7,0,0,0,0,0,0,0,0,7,0,-7,0,0,0,0,0,7,0,0,0,7,0,0,0,0,2.7,0,0,0,0,0,0,0,0,7,0,0,0,0.431,2.733,0,0,0,0,2.733,0,0,0,-7,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,7,0,-2.7,0,0,0,0,41,0,7,0,0,41,0,0,0,0,0,0,7,0,0,0,0,0,0,0,-7,0,41,0,-2.733,7,0,0,0,0,0,0,0,0,0,-2.7,2.7,0,0,0,0,0,0,-2.7,2.7,0,0,0,0,0,0,0,-2.7,2.7,0,2.733,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.733,0,7,7,0,0,41,0,0,2.733,0,0,7,0,0,0,2.733,0,0
"U108",83.151526441045,48.179540441045,14.149795,0,0.386,0.26,0.193,0,70.832795,107.849751,0,0,0.212,0.386,0,0,-14.149795,0.26,0.037249,0.123480435,0,0.13,0.019,0,-4856.75586920939,70,0.07527,-1.38426855895499,0.639795,-0.063,-0.197,69.261731441045,0,70.193,0.26,0,0.193,70.193,0.583,0.386,69.261731441045,107.209956,0.193,0,13.51,0,0.323,0,-12.870205,0,-68.871731441045,139.387731441045,0.639795,0.776,0.13,0.367,2.929,0,0,0.02509,0.13,3.508,0,0,69.001731441045,-70.386,0.193,0.639795,1436.76723139614,558.614,14.149795,0,0,0.66,0,20.822191,17.9404501746717,107.887,0.39,0.193,0.193,0,0,0,0,0,0,0,0,0,0,0,0,0.639795,0,-0.832795,-0.123480435,-69.553205,44.909130435,108.489546,0.832795,0.386,0,70,8.64363045,0.639795,0,0.193,0,0.193,559.193,0,70.193,0.602546,0.13,558.807,0.193,0.583,0,0.193,0.193,0,70,0,0,0,0,0,0.193,0,-69.807,13.51,559,0,-3.122,70,107.887,-107.887,0,108.08,107.694,0.037249,0,-0.174,0.003667,69.194731441045,68.808731441045,13.3173341681217,54.851936441045,976.360354535841,69.194731441045,68.808731441045,13.3173341681217,69.001731441045,69.001731441045,0,68.741731441045,89.823922441045,68.741731441045,17.9404501746717,69.131731441045,8.97022508733585,0,0.639795,0.193,3.315,0,0.583,0.193,-13.547249,2.65,70.386,0.112519,0.446795,-0.193,0,0,13.51,0.446795,0.639795,-0.39,13.547249,0,0,0.193,0,3.315,0,70,69.807,0,-0.193,559,0,0.038,3.315,0,0,69.807,0,0,0,3.122,0.193,0.193
"V108",758.674327698176,732.246319698176,7.804816,0,2.832,0,0,0,34.326816,80.343336,0,0,1.522,1.522,0,-14.195413952,-10.848816,0,0,0,0,1.31,0,0,-20855.8399455836,25,0,721.515511698176,9.326816,-1.522,-5.26,749.347511698176,0,25,0,0,0,25.212,3.95,1.522,749.347511698176,71.01652,0,0,0,0,1.522,0,9.326816,0,-749.347511698176,777.179511698176,10.636816,5.472,0,0,4.818,0,0,0,0,7.65,0,0,749.347511698176,-27.832,-0.212,9.326816,12814.7356722728,51.266,9.326816,-1.522,0,1.31,0,17.101192,0,11.236,5.26,0,0.212,0,0,0,0,0,0,0,0,0,0,0,0,8.016816,-12.21812896,-12.158816,-26.413542912,-15.673184,233.1704,89.670152,9.326816,0.212,-1.99382,22.168,0,9.326816,0,-1.31,0,-1.098,53.212,0,25,0,0,52.788,0,5.26,0,1.522,0,0,25,0,0,1.31,0,0,0.212,6.8906,-24.788,5.3,54.31,-1.99382,-4.606,23.478,9.926,-12.546,-1.31,12.758,9.714,0,0.212,-1.522,0,749.347511698176,749.347511698176,0,740.020695698176,6989.02636166674,749.347511698176,749.347511698176,0,747.825511698176,750.869511698176,-1140.50691280462,749.347511698176,766.448703698176,749.347511698176,0,749.347511698176,0,-1.522,9.326816,0.212,6.128,1.31,6.57,0,-70.8,1.31,26.522,1.11512,6.494816,-2.832,0,0,0,9.326816,9.326816,-5.048,38.05,-14.71916,0,0.212,0.27772,4.818,0,25,25,1.31,0,53,0,0,3.508,6.31158,1.31,25,0,0,0,4.818,0,1.31
