V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Label
32,1,1,1,0,0.05,0,0,0,20,9,2.69,1,-1,0,3,1
37,9,1,2,0,15.61,0,0,0,29,1,0.88,7,-1,0,3,1
31,7,0,1,0,-2.74,1,0,2,26,8,2.83,1,-1,0,3,1
45,1,1,0,0,17.94,1,0,2,14,8,1.74,2,-1,0,3,1
30,4,2,2,0,0.0,0,0,0,29,10,4.37,2,-1,0,3,1
46,10,2,2,0,18.08,0,0,0,21,9,2.21,1,-1,0,3,1
28,6,2,2,0,2.26,0,1,0,8,5,1.91,1,-1,0,3,1
57,4,1,1,0,0.0,1,0,0,4,1,1.57,1,-1,0,3,1
43,10,0,1,0,15.77,1,0,0,19,9,0.87,1,-1,0,3,1
46,9,1,2,0,5.91,0,0,0,20,1,0.5,3,-1,0,3,1
47,4,1,2,0,36.63,0,0,0,30,7,3.64,3,-1,0,3,2
33,4,1,2,0,3.22,1,0,0,16,0,0.77,3,-1,0,3,1
49,4,1,2,0,9.42,0,0,0,21,9,0.08,5,-1,0,3,1
35,9,2,1,0,0.7,1,0,0,21,10,1.97,2,188,2,1,1
47,3,1,1,0,39.4,1,0,0,5,1,2.26,3,97,2,0,2
38,1,1,1,0,1.71,1,0,2,9,8,2.86,5,-1,0,3,1
40,0,1,1,0,4.19,1,1,0,12,8,0.92,1,369,1,0,1
51,7,1,1,0,1.07,1,0,1,13,8,0.99,2,369,4,0,1
35,9,2,1,0,2.04,1,0,0,30,9,1.1,3,189,1,2,1
32,1,1,1,0,7.15,1,0,2,8,8,1.08,2,-1,0,3,1
37,0,0,1,0,57.68,1,0,0,18,8,2.97,1,-1,0,3,1
42,1,1,1,0,56.39,1,0,0,17,5,4.3,2,-1,0,3,1
38,7,1,1,0,3.69,1,0,1,7,8,2.24,1,-1,0,3,1
43,5,2,1,0,0.53,0,0,1,5,3,3.05,4,-1,0,3,1
44,1,1,1,0,38.13,1,0,2,3,6,7.71,1,-1,0,3,1
77,5,2,0,0,3.0,0,0,0,9,11,5.11,1,-1,0,3,1
37,1,1,0,0,3.97,1,0,1,14,8,0.13,5,-1,0,3,1
39,4,2,1,0,1.2,0,0,2,12,6,0.66,1,-1,0,3,1
55,1,1,0,0,10.86,1,0,0,6,8,1.46,1,272,2,0,1
36,4,2,2,0,8.76,1,0,2,23,8,2.41,2,-1,0,3,1
37,0,0,1,0,5.06,1,0,0,2,3,4.46,2,273,1,0,1
35,9,1,1,0,5.45,1,0,0,16,0,15.79,1,234,4,0,2
43,7,0,1,0,-1.45,1,0,0,28,5,0.68,3,-1,0,3,1
38,9,0,2,0,14.25,1,0,0,15,5,3.47,4,-1,0,3,1
72,5,1,0,0,20.79,0,0,0,13,1,1.0,1,191,3,1,1
43,4,1,2,0,24.5,0,1,0,20,10,1.24,1,-1,0,3,1
42,1,1,0,0,7.18,0,0,0,2,3,5.56,2,-1,0,3,1
42,2,2,1,0,10.49,1,1,0,20,0,1.8,1,-1,0,3,1
24,8,2,1,0,18.09,0,0,0,11,10,1.65,1,95,2,2,2
45,2,1,2,0,15.03,0,0,0,17,9,2.12,3,-1,0,3,1
31,0,1,1,0,2.97,1,0,0,16,0,3.57,2,-1,0,3,1
45,9,1,2,0,127.66,0,0,0,22,1,1.29,3,-1,0,3,1
41,4,0,2,0,33.55,0,0,0,14,10,1.81,2,500,1,0,1
35,1,1,0,0,-1.67,1,0,0,15,8,1.95,3,359,1,0,1
32,9,1,1,0,-0.95,1,0,0,29,5,9.35,4,-1,0,3,1
38,4,1,2,0,-0.34,1,0,0,7,1,1.31,2,-1,0,3,1
33,4,1,0,0,1.42,1,0,0,15,8,0.87,1,368,1,0,1
29,10,2,0,0,13.74,0,0,0,17,9,3.09,3,208,4,2,2
34,9,1,1,0,12.34,1,0,0,8,8,1.06,1,288,6,0,1
31,9,2,2,0,37.29,1,0,2,2,6,1.92,8,-1,0,3,1
34,4,2,2,0,0.0,0,0,0,26,8,0.93,1,-1,0,3,1
45,0,0,1,0,11.26,1,0,2,27,8,1.72,1,-1,0,3,1
45,9,1,2,0,51.1,0,0,0,22,0,3.41,2,-1,0,3,2
37,1,1,0,0,2.4,1,0,0,11,8,2.59,1,370,2,1,1
30,7,2,2,0,35.16,1,0,2,29,8,4.47,4,-1,0,3,1
30,1,2,1,0,0.23,1,0,2,6,6,0.36,24,-1,0,3,1
29,4,1,2,0,0.85,1,1,0,18,8,0.26,1,-1,0,3,1
33,9,2,2,0,20.24,0,0,0,12,1,1.09,2,-1,0,3,1
29,9,2,2,0,9.4,1,0,0,15,8,7.57,1,330,1,0,1
29,7,2,2,0,7.37,1,1,0,30,4,4.99,5,248,1,0,1
48,0,1,0,0,0.03,1,0,2,27,8,1.48,4,-1,0,3,1
25,1,2,1,0,2.18,0,1,0,7,5,4.48,1,-1,0,3,1
28,1,2,1,0,3.69,1,0,2,23,8,4.11,3,-1,0,3,1
43,0,2,1,0,-4.97,1,0,2,6,8,2.34,2,-1,0,3,1
50,7,1,1,0,0.05,0,1,0,11,5,1.96,2,-1,0,3,1
55,1,1,0,0,-2.68,1,0,2,16,8,1.6,6,-1,0,3,1
39,1,1,0,0,26.15,1,0,2,3,6,0.88,6,-1,0,3,1
31,2,2,2,0,0.46,1,0,0,5,3,0.9,1,-1,0,3,1
28,0,2,1,0,0.0,1,1,0,18,8,3.9,5,-1,0,3,2
32,6,1,2,0,145.22,0,0,0,21,9,2.21,7,-1,0,3,1
33,9,2,2,0,61.27,0,0,0,8,1,1.27,3,-1,0,3,1
32,0,2,1,0,1.54,1,0,0,26,0,1.35,1,521,2,0,1
31,8,2,2,0,4.79,1,0,2,29,8,0.72,12,-1,0,3,1
33,9,2,2,0,0.99,0,0,0,22,1,2.96,2,-1,0,3,1
59,1,1,0,0,28.14,0,0,2,20,6,0.81,3,-1,0,3,1
33,4,2,2,0,23.02,1,0,0,13,1,1.15,2,-1,0,3,1
50,9,1,1,0,2.13,1,1,2,20,6,0.87,2,-1,0,3,1
32,7,1,1,0,48.85,1,1,0,18,9,4.0,2,-1,0,3,1
63,5,1,1,0,5.88,0,0,0,19,10,1.43,2,-1,0,3,1
53,4,1,2,0,7.61,0,1,0,28,1,0.85,6,-1,0,3,1
30,1,2,1,0,1.03,1,0,0,17,0,20.53,2,317,1,1,1
29,9,2,2,0,12.21,1,0,0,21,5,0.72,2,-1,0,3,1
32,1,2,1,0,-0.83,1,0,2,9,8,1.16,3,-1,0,3,1
45,1,1,1,0,-1.04,1,0,0,11,8,0.33,12,-1,0,3,1
58,5,1,1,0,6.1,1,0,2,6,6,6.51,1,-1,0,3,1
44,2,1,2,0,-0.01,0,1,0,21,9,0.63,2,-1,0,3,1
39,0,1,1,0,0.0,0,0,0,9,0,1.06,2,-1,0,3,1
48,7,1,1,0,0.22,0,0,0,2,3,4.29,2,-1,0,3,1
52,7,1,1,0,9.92,1,0,0,27,10,4.24,1,515,1,0,2
33,4,2,1,1,-1.74,1,0,2,15,8,1.56,5,-1,0,3,1
47,1,0,1,0,0.65,1,0,2,9,8,2.05,1,-1,0,3,1
48,4,0,1,0,15.98,1,0,2,29,8,0.84,1,-1,0,3,1
31,1,1,1,0,8.64,1,1,0,13,8,1.27,1,-1,0,3,1
45,9,1,1,0,12.4,0,0,0,7,8,2.69,2,-1,0,3,1
37,7,1,1,0,6.55,0,0,0,13,8,2.72,1,342,2,1,1
43,7,1,1,0,4.88,1,0,1,6,3,0.08,6,-1,0,3,1
53,5,1,0,0,0.17,0,1,2,6,6,1.04,2,-1,0,3,1
58,1,1,1,0,0.0,0,0,0,18,1,0.27,17,-1,0,3,1
35,4,1,2,0,0.71,1,0,0,30,0,5.1,2,-1,0,3,1
41,1,0,1,0,-2.74,1,0,0,8,8,2.79,1,-1,0,3,1
49,9,1,1,0,4.12,0,0,0,19,1,12.93,8,-1,0,3,2
45,6,1,1,0,30.98,1,0,0,7,1,1.59,2,-1,0,3,1
45,7,1,1,0,13.43,0,1,0,8,5,2.2,1,-1,0,3,1
44,1,1,1,0,14.95,1,0,0,1,10,0.82,1,142,1,0,1
51,9,1,1,0,-1.53,0,0,0,20,9,0.72,2,92,4,0,1
92,5,1,3,0,7.75,0,0,0,22,10,3.13,3,-1,0,3,2
34,9,2,1,0,21.78,1,0,0,26,8,0.41,1,-1,0,3,1
39,2,2,2,0,2.43,0,1,0,11,8,1.28,3,371,1,0,1
44,4,1,2,0,71.77,0,0,2,19,6,0.89,2,-1,0,3,1
39,4,2,2,0,6.68,0,0,0,14,1,2.97,2,-1,0,3,1
29,7,2,2,0,25.64,1,0,2,27,8,3.06,2,-1,0,3,1
28,9,2,2,0,49.87,0,0,0,9,3,2.53,21,-1,0,3,2
44,6,1,0,0,4.14,1,0,0,4,3,1.38,1,272,2,1,1
35,10,1,2,0,8.16,1,0,0,19,9,5.47,7,-1,0,3,1
56,3,1,0,0,11.68,0,0,1,17,9,6.73,2,-1,0,3,1
53,5,1,0,0,0.0,0,0,0,30,5,1.23,1,-1,0,3,1
31,4,1,2,0,0.18,1,0,0,30,5,0.72,19,-1,0,3,1
58,1,1,1,0,21.46,0,0,0,7,5,2.06,3,-1,0,3,1
40,6,1,0,0,7.71,1,0,2,14,8,1.66,1,-1,0,3,1
33,9,1,1,0,8.89,1,0,0,4,3,1.39,1,-1,0,3,1
42,3,1,0,0,42.79,1,0,0,5,3,0.97,1,198,1,0,1
45,0,1,1,0,8.57,1,0,0,21,9,1.69,1,92,20,1,1
56,6,1,1,0,11.13,0,0,2,12,6,1.38,1,-1,0,3,1
48,4,2,2,0,37.13,1,1,0,18,9,1.57,2,-1,0,3,1
24,9,2,3,0,8.18,1,1,2,27,8,9.53,3,-1,0,3,1
35,9,1,1,0,3.74,1,1,1,7,1,0.72,5,-1,0,3,1
42,6,1,1,0,32.11,0,0,0,19,9,0.87,2,111,1,0,1
34,9,2,1,0,274.46,1,0,0,21,9,2.03,2,-1,0,3,1
27,9,2,2,0,5.35,1,0,2,6,6,4.46,3,-1,0,3,1
54,5,1,1,0,7.63,0,0,0,4,1,3.89,2,-1,0,3,1
34,4,1,1,0,3.55,0,0,0,21,1,3.14,3,-1,0,3,1
42,0,1,1,0,165.17,0,0,0,15,7,5.49,5,203,4,0,1
36,9,2,1,0,16.14,1,0,2,2,6,1.64,1,-1,0,3,1
58,7,1,1,0,81.36,1,0,0,14,1,3.14,3,-1,0,3,1
50,7,1,1,1,0.0,0,0,1,31,5,0.35,9,-1,0,3,1
59,4,1,2,0,8.33,1,1,0,21,9,3.11,1,-1,0,3,1
36,5,2,2,0,15.14,1,0,0,12,8,3.87,3,-1,0,3,1
33,9,1,1,0,12.34,0,0,0,19,9,1.09,1,10,1,0,1
33,9,2,1,0,30.59,0,1,0,6,1,4.82,2,-1,0,3,2
42,10,2,1,0,7.14,0,0,0,31,5,1.45,4,-1,0,3,1
59,7,1,0,0,0.31,0,0,2,16,6,0.41,3,-1,0,3,1
30,9,2,1,0,1.02,1,0,2,7,8,6.14,2,-1,0,3,1
53,6,0,1,0,12.87,0,0,2,20,6,0.12,3,-1,0,3,1
35,1,1,1,0,6.25,0,0,0,13,8,2.67,1,-1,0,3,1
52,1,0,0,0,17.58,1,0,2,15,8,0.41,1,-1,0,3,1
33,8,2,1,0,7.06,1,0,0,4,3,2.91,2,-1,0,3,1
28,1,1,1,0,-0.25,1,0,0,5,8,0.58,2,-1,0,3,1
40,9,2,1,0,82.59,0,0,0,8,1,2.54,4,-1,0,3,1
40,6,1,1,0,15.16,1,1,2,23,8,3.73,1,-1,0,3,1
37,7,1,1,0,11.4,1,0,0,14,8,0.33,3,-1,0,3,1
43,9,1,1,0,0.69,1,1,0,20,10,3.04,1,337,1,0,1
52,2,0,2,0,39.75,0,0,0,19,9,1.16,5,-1,0,3,1
46,1,1,0,0,8.59,1,0,0,20,0,0.09,1,-1,0,3,1
49,7,1,1,0,2.2,1,0,0,28,5,0.93,11,-1,0,3,1
60,4,1,2,0,34.01,0,0,0,30,10,2.94,1,270,1,0,2
44,1,2,1,0,7.12,1,1,0,6,0,7.4,3,-1,0,3,2
40,9,1,1,0,2.4,0,0,2,12,6,0.68,4,-1,0,3,1
35,1,1,1,0,2.05,1,1,0,15,8,13.13,7,312,1,0,2
52,3,1,0,0,0.0,0,0,2,6,6,2.35,3,-1,0,3,1
38,0,2,1,0,1.44,1,0,0,18,8,1.77,1,-1,0,3,1
42,0,1,1,0,0.0,1,0,0,20,0,0.72,1,154,2,0,1
19,8,2,1,0,0.04,0,0,0,3,11,1.14,1,-1,0,3,1
57,5,1,1,0,2.56,0,0,0,7,1,1.98,4,-1,0,3,1
26,1,2,0,0,0.93,1,0,0,14,8,0.43,3,-1,0,3,1
32,9,2,1,0,-4.2,0,0,0,22,1,5.86,2,-1,0,3,1
45,4,1,1,0,0.38,1,0,0,19,9,1.59,1,188,2,0,1
33,4,2,2,0,0.47,0,0,0,20,1,2.03,4,-1,0,3,1
26,0,2,1,0,1.4,1,0,0,15,8,1.03,5,-1,0,3,1
40,9,1,1,0,1.09,0,0,2,20,6,4.02,22,-1,0,3,1
45,11,1,3,0,19.79,0,0,2,17,6,0.76,3,-1,0,3,1
55,1,1,3,0,16.65,0,0,1,30,5,0.89,2,-1,0,3,1
50,4,0,2,0,0.0,0,0,0,18,9,1.54,1,-1,0,3,1
29,4,2,2,0,7.26,1,0,2,9,8,2.0,3,-1,0,3,1
31,6,1,2,0,11.94,1,0,0,15,8,0.5,1,-1,0,3,1
39,1,1,1,0,1.67,1,1,0,12,8,6.12,1,-1,0,3,2
26,0,2,2,0,7.6,1,0,0,4,7,4.56,2,281,5,2,2
32,1,2,1,0,52.52,1,0,2,21,8,11.62,2,-1,0,3,1
33,2,1,2,0,1.27,0,1,0,9,5,2.79,1,-1,0,3,1
36,4,1,2,0,8.49,1,1,2,21,8,9.58,2,-1,0,3,2
35,4,1,2,0,0.0,0,0,0,25,1,4.84,4,-1,0,3,1
25,1,2,1,0,-2.5,1,0,2,13,8,4.56,1,-1,0,3,1
30,1,2,1,0,3.97,1,0,2,28,8,5.36,7,-1,0,3,1
34,1,1,1,0,6.34,0,1,0,12,8,7.37,3,-1,0,3,2
38,0,1,1,0,2.81,1,0,0,16,0,2.35,2,335,2,0,1
27,9,2,1,0,7.4,1,0,0,5,8,2.94,1,-1,0,3,1
36,7,1,1,0,0.0,0,0,0,30,5,8.43,2,-1,0,3,2
57,6,1,2,0,3.5,0,0,0,26,8,1.32,6,112,3,0,1
59,9,1,1,0,26.13,0,0,0,5,3,0.79,1,-1,0,3,1
31,9,2,2,0,15.27,1,0,0,18,6,1.4,2,-1,0,3,1
32,0,2,2,0,0.89,0,0,1,28,4,4.35,1,-1,0,3,1
61,4,1,2,0,135.46,0,0,0,25,4,3.18,2,283,3,2,1
55,1,0,1,0,40.53,0,0,0,19,9,1.13,1,166,2,0,1
40,4,2,2,0,3.26,1,0,2,28,8,0.64,1,-1,0,3,1
46,0,0,1,0,25.15,1,1,2,15,8,0.65,1,-1,0,3,1
40,7,1,0,0,10.82,1,0,2,30,8,8.54,2,-1,0,3,2
39,7,1,1,0,0.25,1,1,0,12,8,6.58,1,351,3,0,2
35,9,1,1,0,-0.78,0,0,0,28,1,1.02,13,-1,0,3,1
44,1,1,1,0,25.23,1,0,2,29,8,12.36,2,-1,0,3,1
53,6,1,2,0,6.87,0,0,0,4,3,3.19,5,-1,0,3,1
27,7,1,3,0,-2.09,1,1,0,29,4,1.28,1,-1,0,3,1
55,7,0,1,0,2.18,1,0,2,29,8,2.0,2,-1,0,3,1
34,7,1,1,0,2.05,1,0,2,7,8,3.12,1,-1,0,3,1
47,9,1,1,0,2.32,1,0,0,24,5,2.08,1,-1,0,3,1
38,9,2,1,0,129.26,1,0,0,6,0,2.71,2,307,1,0,1
30,4,1,2,0,10.77,0,0,0,9,2,1.24,1,-1,0,3,1
37,0,2,2,0,2.24,1,0,0,9,5,1.28,2,-1,0,3,1
41,1,1,1,0,7.8,1,0,0,15,8,4.32,3,-1,0,3,1
41,0,0,2,0,-2.98,1,0,0,5,8,3.97,1,-1,0,3,1
30,9,2,1,0,9.25,0,0,0,20,9,2.4,1,-1,0,3,1
36,10,1,0,0,23.47,1,0,0,21,9,0.05,3,-1,0,3,1
30,7,0,1,0,3.41,1,0,0,20,9,4.78,1,-1,0,3,2
32,6,1,0,0,1.02,1,0,0,18,5,5.6,1,-1,0,3,2
44,1,0,3,0,2.84,0,0,0,3,3,1.67,4,187,5,1,1
47,0,1,1,0,18.63,1,1,0,14,8,1.51,4,-1,0,3,1
29,0,2,1,0,3.9,1,0,2,5,8,1.37,1,-1,0,3,1
33,4,1,3,0,183.47,1,0,2,23,8,4.15,1,-1,0,3,1
50,4,1,2,0,0.19,0,1,0,23,5,2.05,1,-1,0,3,1
47,10,1,0,0,1.22,0,1,2,5,6,2.4,3,-1,0,3,1
38,9,2,1,0,27.51,1,0,2,28,8,1.85,1,-1,0,3,1
40,9,1,1,0,10.76,0,0,0,7,1,3.26,2,-1,0,3,1
64,4,1,1,0,16.46,0,0,0,12,1,0.68,3,-1,0,3,1
30,4,2,2,0,16.92,1,0,0,15,8,2.51,1,-1,0,3,1
52,4,1,2,0,71.35,0,0,0,19,1,10.32,3,-1,0,3,2
24,0,2,1,0,17.25,1,0,0,7,8,0.59,1,-1,0,3,1
24,1,1,0,0,9.33,1,0,2,28,8,0.62,3,-1,0,3,1
39,4,2,2,0,2.55,1,0,2,5,8,2.96,1,-1,0,3,1
43,9,1,2,0,5.27,1,0,2,26,8,1.66,12,-1,0,3,1
25,1,2,0,0,7.58,1,0,0,7,8,2.58,1,357,1,0,1
50,7,0,2,0,5.8,0,0,2,17,6,0.88,2,-1,0,3,1
45,9,1,1,0,17.32,0,0,0,7,1,1.63,2,-1,0,3,1
39,4,2,2,0,1.68,0,0,0,28,5,0.56,9,-1,0,3,1
32,4,2,2,0,17.16,0,0,0,21,9,1.57,4,-1,0,3,1
48,7,1,1,0,4.73,0,1,0,6,1,1.98,2,-1,0,3,1
32,7,1,1,0,0.0,1,0,0,25,5,0.83,10,-1,0,3,1
37,1,1,1,0,6.06,1,1,2,3,5,3.75,3,-1,0,3,1
58,3,1,2,0,4.97,0,0,2,11,6,1.38,5,-1,0,3,1
52,1,1,3,0,-0.04,0,0,2,26,8,3.36,3,-1,0,3,1
36,0,1,1,0,0.0,0,0,2,26,8,0.8,1,-1,0,3,1
34,0,1,1,0,3.84,1,0,0,14,8,5.51,2,-1,0,3,1
41,3,2,1,0,2.31,0,0,0,9,5,0.76,2,-1,0,3,1
28,3,2,1,0,0.01,1,0,0,12,8,3.95,2,-1,0,3,1
36,0,1,1,0,9.57,1,0,2,21,8,2.06,1,-1,0,3,1
40,1,1,3,0,9.28,1,0,0,17,0,0.53,1,-1,0,3,1
42,10,1,1,0,81.31,1,0,2,30,8,0.69,1,-1,0,3,1
32,9,1,1,0,1.67,1,1,0,8,1,0.79,3,-1,0,3,1
60,5,1,0,0,0.0,0,0,2,1,5,0.36,1,-1,0,3,1
41,4,1,2,0,17.15,0,1,0,30,5,6.95,2,-1,0,3,1
34,1,0,1,0,-1.31,1,0,0,7,8,1.32,1,356,1,0,1
51,7,1,1,0,1.35,0,0,0,25,1,1.05,4,-1,0,3,1
32,1,1,1,0,9.2,1,0,2,21,8,1.35,2,-1,0,3,1
40,7,1,3,0,0.0,0,0,0,31,5,0.66,34,-1,0,3,1
54,4,0,2,0,0.0,0,0,0,28,1,2.76,6,-1,0,3,1
42,0,2,2,0,1.68,1,0,0,17,5,2.95,1,-1,0,3,1
54,5,0,1,0,4.51,0,1,0,18,8,0.42,4,280,5,0,1
55,7,1,1,0,0.96,0,0,1,30,5,3.4,2,-1,0,3,1
55,10,1,2,0,48.09,1,0,0,21,9,2.23,2,186,3,1,1
39,3,1,3,0,97.16,0,0,2,20,6,0.86,2,-1,0,3,1
30,4,1,2,0,0.74,1,0,0,21,5,1.06,3,-1,0,3,1
34,3,1,1,0,0.05,0,0,1,21,5,3.05,7,-1,0,3,1
30,1,1,0,0,5.54,1,0,2,27,8,0.89,5,-1,0,3,1
58,7,0,1,0,7.39,1,0,0,20,0,3.04,7,335,5,0,1
37,0,1,1,0,0.07,1,0,0,27,8,2.24,7,105,1,1,1
35,1,1,1,0,-4.61,0,0,2,23,8,3.39,1,-1,0,3,1
32,4,1,2,0,24.58,1,0,0,4,8,0.77,2,-1,0,3,1
51,1,0,0,0,8.37,0,0,1,30,5,0.41,2,-1,0,3,1
56,3,1,0,0,0.0,1,1,0,11,5,1.18,2,-1,0,3,1
46,1,1,0,0,-1.69,1,1,0,8,5,1.09,1,-1,0,3,1
35,0,1,1,0,4.37,1,0,0,17,0,1.23,1,-1,0,3,1
46,6,1,2,0,2.91,0,0,0,9,3,1.05,4,-1,0,3,1
45,1,1,0,0,1.94,1,1,2,3,6,0.81,2,-1,0,3,1
38,1,1,1,0,0.22,1,1,2,7,8,3.53,4,-1,0,3,1
56,0,1,3,0,6.81,0,0,0,13,1,9.0,2,-1,0,3,1
33,1,2,1,0,166.49,1,0,0,5,3,1.73,1,-1,0,3,1
56,5,1,1,0,18.94,1,0,2,15,8,1.89,1,-1,0,3,1
54,9,2,1,0,1.98,1,1,0,17,9,1.2,1,171,2,0,1
61,3,1,0,0,3.68,0,0,0,8,1,0.62,3,-1,0,3,1
45,0,1,1,0,-4.05,0,0,0,31,5,1.89,3,-1,0,3,1
35,4,0,2,0,5.0,1,0,0,5,3,1.77,1,252,1,0,1
32,1,1,0,0,24.56,1,0,0,17,5,11.51,1,-1,0,3,1
33,4,2,2,0,0.59,1,0,0,8,1,2.15,4,-1,0,3,1
50,0,1,0,0,4.95,0,0,0,28,4,0.93,1,-1,0,3,1
36,1,1,0,0,3.56,1,1,0,12,8,6.92,4,172,4,1,1
30,9,2,1,0,3.63,1,0,2,16,6,1.36,8,-1,0,3,1
51,4,1,2,0,3.85,0,0,0,11,1,0.39,2,-1,0,3,1
41,9,1,1,0,1.28,1,0,0,27,1,1.0,2,-1,0,3,1
30,4,2,2,0,0.0,1,1,2,27,8,3.5,3,-1,0,3,1
33,1,2,0,0,7.77,0,0,0,7,5,2.63,1,-1,0,3,1
28,1,1,0,0,-0.65,1,0,0,4,8,0.9,4,-1,0,3,1
42,9,1,1,0,21.52,0,0,0,30,7,3.61,2,181,2,0,1
28,8,1,1,0,0.0,0,0,2,25,8,2.01,1,-1,0,3,1
47,4,0,1,0,33.46,1,1,2,13,8,2.84,2,-1,0,3,1
55,4,0,2,0,15.98,0,0,0,22,1,6.07,4,-1,0,3,1
31,11,2,2,0,0.0,0,0,0,7,5,0.57,1,-1,0,3,1
37,2,2,2,0,-2.74,1,1,2,27,8,2.37,2,-1,0,3,1
48,4,0,2,0,5.41,1,0,0,14,8,0.72,1,363,2,1,1
29,4,1,2,0,6.2,1,0,2,18,6,0.72,3,-1,0,3,1
51,3,1,0,0,3.82,0,1,0,15,5,0.56,3,-1,0,3,1
46,9,1,2,0,22.07,1,0,2,16,8,2.43,3,-1,0,3,1
32,1,2,1,0,1.27,1,0,0,5,8,1.95,1,-1,0,3,1
37,0,2,1,0,4.83,0,0,0,31,5,0.11,11,-1,0,3,1
40,7,2,1,0,193.43,1,0,2,26,8,1.68,4,-1,0,3,1
31,6,2,2,0,9.17,0,1,0,17,9,3.67,3,-1,0,3,1
26,1,2,1,0,-1.16,1,1,2,9,8,2.08,1,-1,0,3,1
49,1,1,1,0,19.46,0,0,0,19,10,1.92,1,95,1,2,2
20,8,2,3,0,41.37,1,0,1,16,0,0.55,2,-1,0,3,1
36,9,0,1,0,32.7,0,0,1,5,3,0.44,1,-1,0,3,1
32,1,1,1,0,3.2,1,0,2,6,8,1.98,2,-1,0,3,1
35,9,1,1,0,154.74,0,0,0,21,9,0.89,1,92,2,1,1
31,0,2,1,0,4.83,1,1,0,20,0,1.59,2,-1,0,3,1
36,3,0,2,0,72.96,1,0,0,18,1,1.08,6,-1,0,3,1
30,10,1,1,1,0.19,0,0,0,19,9,1.86,5,-1,0,3,1
59,4,0,0,0,133.08,1,0,2,13,8,1.31,1,-1,0,3,1
47,4,0,2,0,0.0,1,1,0,18,9,2.03,3,-1,0,3,1
30,9,2,2,0,4.11,0,0,0,22,10,1.27,3,149,2,0,2
36,9,2,1,0,-4.75,1,0,2,12,8,7.93,5,-1,0,3,1
47,4,1,1,0,0.07,0,0,1,8,1,0.53,2,-1,0,3,1
46,1,1,0,0,2.92,1,0,0,20,0,3.86,2,234,4,0,1
44,9,1,1,0,0.0,0,1,0,4,3,3.51,2,-1,0,3,1
58,5,2,0,0,65.7,0,0,0,21,5,1.06,3,-1,0,3,1
55,9,1,3,0,47.46,1,0,2,23,8,2.88,3,-1,0,3,1
29,1,1,1,0,2.01,1,0,2,28,8,1.8,2,-1,0,3,1
29,0,2,2,0,47.37,1,0,2,3,6,2.26,1,-1,0,3,1
44,1,1,1,0,36.1,1,0,2,29,8,0.23,15,-1,0,3,1
51,0,1,1,0,7.71,0,1,0,12,1,1.43,3,-1,0,3,1
56,5,1,1,0,6.46,0,0,0,11,1,1.64,2,-1,0,3,1
36,6,1,2,0,9.8,0,0,0,24,11,3.49,2,53,8,0,1
25,0,2,2,0,11.85,0,0,0,7,10,2.9,1,114,1,0,2
25,9,2,1,0,1.73,1,0,0,15,8,1.86,2,-1,0,3,1
23,8,2,1,0,44.09,1,0,2,4,6,2.99,1,-1,0,3,1
42,7,1,3,0,74.82,0,0,0,21,9,1.26,2,-1,0,3,1
60,5,1,1,0,0.0,0,0,0,9,11,4.08,1,-1,0,3,2
59,4,0,2,0,16.11,1,0,2,4,6,1.07,2,-1,0,3,1
57,4,1,0,0,25.38,0,1,1,17,5,4.85,2,-1,0,3,1
45,1,1,1,0,1.03,0,0,2,18,6,0.48,1,-1,0,3,1
50,0,2,1,0,58.16,1,0,1,18,9,1.19,2,-1,0,3,1
32,1,2,0,0,0.07,1,0,0,13,8,1.09,1,-1,0,3,1
51,7,1,3,0,64.51,0,0,1,19,9,0.66,2,-1,0,3,1
49,9,1,1,0,0.0,1,0,0,7,8,1.9,1,276,1,1,1
33,9,1,1,0,1.52,1,0,0,7,5,1.36,1,-1,0,3,1
34,9,2,2,0,26.71,0,0,0,19,1,1.19,9,-1,0,3,1
29,1,1,1,0,-0.2,1,0,0,7,8,1.4,3,-1,0,3,1
43,1,2,0,0,9.99,1,0,2,12,6,3.17,1,-1,0,3,1
43,1,1,0,0,16.2,1,0,2,15,8,1.21,1,-1,0,3,1
42,1,1,1,0,12.97,1,0,0,3,0,6.97,2,-1,0,3,1
43,6,1,3,0,0.06,1,0,2,29,8,3.65,2,-1,0,3,1
26,4,2,2,0,16.23,0,0,0,2,6,4.79,1,-1,0,3,2
40,1,2,1,0,1.69,1,0,0,20,0,2.14,1,346,1,0,1
27,6,1,2,0,0.0,0,1,0,28,5,1.33,4,-1,0,3,1
37,0,2,1,0,3.1,0,1,0,6,3,1.79,1,-1,0,3,1
33,7,1,1,0,0.34,1,1,2,3,6,1.61,1,-1,0,3,1
43,4,1,2,0,130.15,1,0,0,21,9,0.56,1,-1,0,3,1
33,6,1,1,0,0.49,1,0,0,14,8,1.7,7,-1,0,3,1
30,4,1,2,0,0.69,1,0,2,6,5,0.42,1,-1,0,3,1
32,0,2,1,0,23.26,1,0,2,20,6,0.62,3,-1,0,3,1
43,4,1,2,0,0.06,0,0,0,8,1,3.24,2,-1,0,3,1
41,4,1,2,0,2.98,0,0,0,15,7,2.09,2,315,4,0,1
52,3,1,0,0,0.0,0,1,0,9,5,2.66,1,-1,0,3,1
38,9,2,1,0,0.0,1,0,2,6,6,0.64,1,-1,0,3,1
