SAFE165,SAFE4,SAFE90,SAFE11,SAFE10,SAFE1,SAFE23,SAFE7,SAFE5,SAFE30,SAFE9,SAFE15,SAFE33,SAFE2,SAFE89,SAFE13,SAFE17,SAFE3,SAFE134,SAFE141,SAFE29,SAFE16,SAFE27,SAFE19,SAFE21,SAFE24,SAFE14,SAFE64,SAFE44,SAFE12,SAFE100,SAFE38,SAFE86,SAFE35,SAFE101,SAFE102,SAFE103,SAFE104,SAFE105,SAFE106,SAFE107,SAFE108,SAFE109,SAFE110,SAFE111,SAFE112,SAFE113,SAFE114,SAFE115,SAFE116,SAFE117,SAFE118,SAFE119,SAFE120,SAFE121,SAFE122,SAFE123,SAFE124,SAFE125,SAFE126,SAFE127,SAFE128,SAFE129,SAFE130,SAFE131,SAFE132,SAFE133,SAFE135,SAFE136,SAFE137,SAFE138,SAFE139,SAFE140,SAFE142,SAFE143,SAFE144,SAFE145,SAFE146,SAFE147,SAFE148,SAFE149,SAFE150,SAFE151,SAFE152,SAFE153,SAFE154,SAFE155,SAFE156,SAFE157,SAFE158,SAFE160,SAFE161,SAFE162,SAFE163,SAFE164,SAFE166,SAFE167,SAFE168,SAFE18,SAFE20,SAFE22,SAFE25,SAFE26,SAFE28,SAFE31,SAFE32,SAFE34,SAFE36,SAFE37,SAFE39,SAFE40,SAFE41,SAFE42,SAFE43,SAFE45,SAFE46,SAFE47,SAFE48,SAFE49,SAFE50,SAFE51,SAFE52,SAFE53,SAFE54,SAFE55,SAFE56,SAFE57,SAFE58,SAFE59,SAFE6,SAFE60,SAFE61,SAFE62,SAFE63,SAFE65,SAFE66,SAFE67,SAFE68,SAFE69,SAFE70,SAFE71,SAFE72,SAFE73,SAFE74,SAFE75,SAFE76,SAFE77,SAFE78,SAFE79,SAFE8,SAFE80,SAFE81,SAFE82,SAFE83,SAFE84,SAFE85,SAFE87,SAFE88,SAFE91,SAFE92,SAFE93,SAFE94,SAFE95,SAFE96,SAFE97,SAFE98,SAFE99,COM1ACT0ESS,CIRCULARITY,DISTA0CE CIRCULARITY,RADIUS RATIO,1R.AXIS AS1ECT RATIO,MAX.LE0GTH AS1ECT RATIO,SCATTER RATIO,ELO0GATED0ESS,1R.AXIS RECTA0GULARITY,MAX.LE0GTH RECTA0GULARITY,SCALED VARIA0CE_MAJOR,SCALED VARIA0CE_MI0OR,SCALED RADIUS OF GYRATIO0,SKEW0ESS ABOUT_MAJOR,SKEW0ESS ABOUT_MI0OR,KURTOSIS ABOUT_MAJOR,KURTOSIS ABOUT_MI0OR,HOLLOWS RATIO,Label
1186977356,401,81,72,-131,319,82,64,31,9,1660,-54,1390,5762026,63,165,738,503478,135137,,137,149,2871,140,80595,0,0,867101,-188,145071,208,-1511,828,4615215,190,18,-237,9,-9,19,2192,718191,1139,295938,4662,1080,5141961,-1922,-234621,1737,-1845,-96714,1863,-1719,1931,-1651,250740,1836,1746,1710,1997,-1585,368946,2061,-1259,665660,738,656,-18,107503,-391,5762427,5761625,2061,1259,665660,5762166,-5761886,806683640,5761972,5762080,-311149404,5762098,5761954,414865872,5762345,5761707,1838086294,6265504,-5258548,1732,1588,119520,5762232,5761820,4615161,4615269,-249221610,128952,206,91,83,50213,27971,-89640,283,1872,0,1809,247340,1139,337,295938,486,28372,27570,11216371,2061,-1259,665660,28136,27806,28120,27822,4167679,27917,-28025,-1510434,1809,199,-1511,247340,28002,27940,27989,27953,28035,27907,1790144,28177,27765,-18198,26158,337,64,1606,-1714,420,-254,40,401,273,21568,1791,73,163,146,45,92,9,328,-310,49,360,567,1260,101,92,40,82,163,63,9,146,45,19,140,165,319,137,64,9,0,199,206,0
-106856000,249,40,61,-119,196,53,76,31,10,613,-53,483,-562400,57,135,212,-41440,-9213,-140037600,128,127,784,123,43188,108,27,-91760,164,29280,187,-486,336,-399600,179,14,-143,31,23,17,981,182268,461,52788,1516,52,573888,-851,-87108,679,-785,-38796,793,-671,855,-609,90036,791,673,692,922,-542,139080,862,-364,152637,212,159,233,-7252,-16,-562151,-562649,862,364,152637,-562277,562523,-69175200,-562453,-562347,29807200,-562339,-562461,-34306400,-562204,-562596,-110230400,-603840,520960,674,552,37393,-562210,-562590,-399653,-399547,21178800,44652,190,57,80,-4699,-2960,-32489,-90,772,-6,740,77851,461,-37,52788,90,-2711,-3209,-737040,862,-364,152637,-2825,-3095,-2833,-3087,-375920,-3013,2907,156880,740,183,-486,77851,-2929,-2991,-2946,-2974,-2884,-3036,-224960,-2770,-3150,1961,10388,-37,286,560,-666,43,117,35,39,-113,-2812,732,49,122,116,59,84,4,200,-192,39,140,228,492,88,84,35,53,122,57,4,116,59,17,123,135,196,128,76,10,27,183,190,0
1187881200,830,165,61,-161,727,103,69,43,15,1929,-39,1260,5999400,50,227,1133,787800,251490,,201,183,7997,172,62700,66,6,1302900,-120,344850,201,-1746,1221,6878100,179,26,-624,17,-5,25,2920,1734700,1963,940390,10087,5907,16713730,-2251,-336490,2051,-2129,-81510,2151,-2029,2262,-1918,359480,2120,2060,1925,2288,-1892,413820,2759,-1099,1601070,1133,1030,424,220281,-342,6000230,5998570,2759,1099,1601070,5999572,-5999228,1031896800,5999361,5999439,-233976600,5999461,5999339,365963400,6000127,5998673,,6787200,-5211600,1990,1868,117669,5999598,5999202,6878061,6878139,-268245900,127490,198,114,100,55449,30300,-75231,264,2255,-4,2112,353007,1963,303,940390,486,31130,29470,25149000,2759,-1099,1601070,30527,30073,30483,30117,5544900,30261,-30339,-1181700,2112,190,-1746,353007,30343,30257,30326,30274,30369,30231,2090700,30498,30102,-11817,74881,303,527,1890,-1968,403,-203,54,372,234,20907,2090,92,171,221,30,111,11,738,-716,65,594,550,1892,122,111,54,103,171,50,11,221,30,25,172,227,727,201,69,15,6,190,198,0
419757228,559,56,71,-148,473,86,67,41,7,1388,-55,977,2119986,63,203,688,160605,72111,1185072174,201,164,3784,156,56832,40,5,438987,35,86016,200,-1224,728,2173521,184,15,-387,13,-3,21,2095,858624,1247,384592,5320,2248,5812224,-1684,-227328,1481,-1591,-84480,1607,-1465,1692,-1380,239616,1573,1499,1480,1734,-1338,304128,1947,-829,775892,688,602,344,61017,-184,2120545,2119427,1947,829,775892,2120142,-2119830,330717816,2119931,2120041,-116599230,2120057,2119915,150519006,2120459,2119513,1002753378,2280591,-1959381,1459,1317,98548,2120184,2119788,2173466,2173576,-119543655,109056,198,94,83,21156,10707,-76340,74,1592,1,1552,227632,1247,129,384592,293,11266,10148,5985213,1947,-829,775892,10910,10504,10871,10543,1755948,10652,-10762,-588885,1552,192,-1224,227632,10748,10666,10722,10692,10774,10640,717369,10905,10509,-7095,40678,129,430,1333,-1443,212,-46,49,196,62,8643,1536,78,195,177,37,91,8,481,-465,57,392,504,1248,99,91,49,86,195,63,8,177,37,21,156,203,473,201,67,7,5,192,198,0
-33334416,447,12,79,-120,374,73,71,30,2,1074,-67,747,-163404,73,184,438,-6408,-4023,-73041588,124,132,2244,126,48954,114,19,-24030,141,14328,205,-942,570,-147384,193,8,-301,25,13,19,1641,533718,885,195786,3438,1050,2679336,-1314,-143280,1127,-1261,-79998,1273,-1115,1320,-1068,150444,1235,1153,1182,1398,-990,243576,1521,-627,480078,438,365,383,-3366,-58,-162957,-163851,1521,627,480078,-163278,163530,-20588904,-163471,-163337,10948068,-163325,-163483,-12908916,-163030,-163778,-61113096,-169812,156996,1153,995,84846,-163200,-163608,-147451,-147317,9874728,94326,204,79,89,-1188,-801,-71958,-76,1206,4,1206,141768,885,-9,195786,123,-354,-1248,-358047,1521,-627,480078,-617,-985,-669,-933,-105732,-868,734,53667,1206,199,-942,141768,-771,-831,-793,-809,-730,-872,-56871,-597,-1005,603,27302,-9,456,1007,-1141,80,98,36,62,-80,-639,1194,67,191,156,41,95,6,380,-368,42,216,438,756,101,95,36,73,191,73,6,156,41,19,126,184,374,124,71,2,19,199,204,1
1808631567,793,48,66,-160,685,108,68,41,4,2120,-42,1487,8998167,54,220,1296,716272,398879,,187,184,8220,172,70680,288,24,1835447,-319,109440,202,-1936,1212,9848740,178,16,-577,36,12,24,3073,1808040,2089,1027728,10500,5940,18741600,-2440,-364800,2238,-2322,-95760,2346,-2214,2452,-2108,392160,2311,2249,2232,2481,-2079,458280,2913,-1327,1681160,1296,1188,182,344555,-545,8998960,8997374,2913,1327,1681160,8998339,-8997995,1547684724,8998125,8998209,-377923014,8998233,8998101,593879022,8998852,8997482,,9714439,-8281895,2186,2054,139920,8998368,8997966,9848698,9848782,-413647080,150480,201,120,89,92552,44767,-89040,461,2328,8,2304,390080,2089,503,1027728,687,45560,43974,35500231,2913,-1327,1681160,44987,44547,44951,44583,8237128,44725,-44809,-1880214,2304,190,-1936,390080,44808,44726,44783,44751,44835,44699,3044156,44968,44566,-21126,73980,503,290,2078,-2162,592,-414,53,571,435,34204,2280,96,184,216,31,101,12,697,-673,65,636,648,2064,113,101,53,108,184,54,12,216,31,24,172,220,685,187,68,4,24,190,201,0
46280000,533,21,65,-132,455,78,68,33,3,1205,-51,804,231400,58,197,546,11570,6929,123336200,160,146,3185,139,50806,203,29,38181,133,28077,198,-1059,672,227929,184,10,-377,36,22,21,1870,712621,1079,291018,4522,1848,4258345,-1469,-176484,1286,-1388,-68187,1402,-1272,1476,-1198,185843,1375,1299,1316,1537,-1137,267400,1738,-672,642265,546,468,442,5915,-64,231933,230867,1738,672,642265,231539,-231261,32164600,231349,231451,-11801400,231465,231335,15041000,231855,230945,105287000,242970,-219830,1270,1140,78325,231600,231200,227878,227980,-11624379,86905,200,85,89,1898,1157,-61455,-38,1358,4,1351,175930,1079,13,291018,159,1690,624,616681,1738,-672,642265,1354,960,1303,1011,168922,1106,-1208,-59007,1351,191,-1059,175930,1190,1124,1167,1147,1225,1089,78676,1357,957,-663,35490,13,520,1154,-1256,102,76,40,81,-55,884,1337,71,170,174,38,96,7,462,-448,47,280,406,973,103,96,40,78,170,58,7,174,38,21,139,197,455,160,68,3,29,191,200,0
-122505180,700,49,75,-143,605,95,73,41,7,1201,-61,644,-631470,68,216,665,-45570,-24500,-442029000,200,157,4235,150,43008,77,11,-133455,192,65856,199,-1044,700,-703080,185,14,-510,18,4,23,2044,940800,1365,465500,5579,2891,5691840,-1487,-192192,1283,-1405,-81984,1419,-1269,1494,-1194,201600,1376,1312,1295,1538,-1150,260736,1901,-501,840700,665,570,640,-21175,-26,-630770,-632170,1901,501,840700,-631320,631620,-94720500,-631531,-631409,38519670,-631395,-631545,-47360250,-630865,-632075,-382039350,-677040,585900,1276,1126,90075,-631276,-631664,-703141,-703019,42887880,100800,194,102,93,-5495,-3255,-73261,-96,1393,0,1358,188557,1365,-35,465500,122,-2555,-3955,-2278500,1901,-501,840700,-3039,-3471,-3098,-3412,-511035,-3316,3194,198555,1358,192,-1044,188557,-3214,-3296,-3241,-3269,-3182,-3328,-237615,-3061,-3449,2135,57475,-35,735,1140,-1262,58,128,48,38,-108,-2555,1344,88,209,199,32,100,7,612,-598,55,336,476,1050,107,100,48,95,209,68,7,199,32,23,150,216,605,200,73,7,11,192,194,1
945265776,774,120,63,-153,669,105,74,42,12,1707,-43,1086,4872504,53,226,1050,552552,213624,,204,173,6690,163,57660,110,11,1054872,-103,223200,196,-1534,1010,5676216,176,22,-564,21,1,24,2634,1439640,1824,812700,8550,4830,12443400,-2013,-284580,1817,-1903,-79980,1923,-1797,2023,-1697,303180,1891,1829,1740,2054,-1666,360840,2481,-933,1321218,1050,945,393,184644,-319,4873278,4871730,2481,933,1321218,4872667,-4872341,794218152,4872461,4872547,-209517672,4872567,4872441,306967752,4873173,4871835,,5425056,-4319952,1770,1644,107541,4872698,4872310,5676173,5676259,-244077288,117180,194,115,91,47748,25116,-73401,233,1980,-2,1880,295311,1824,276,812700,449,25890,24342,19439784,2481,-933,1321218,25342,24890,25289,24943,4345068,25073,-25159,-1079988,1880,186,-1534,295311,25158,25074,25138,25094,25190,25042,1858584,25310,24922,-11868,70245,276,498,1664,-1750,367,-185,52,350,202,20424,1860,95,162,212,31,101,10,679,-659,62,520,530,1630,111,101,52,105,162,53,10,212,31,24,163,226,669,204,74,12,11,186,194,0
1343863872,609,80,73,-132,513,96,65,33,8,1818,-53,1341,6587568,63,202,960,581256,213759,,139,152,5130,142,70200,120,12,1065636,-199,156000,205,-1666,1020,6522984,185,18,-417,22,2,22,2559,1187550,1569,584640,7080,3180,10003500,-2082,-257400,1897,-2003,-103350,2023,-1877,2092,-1808,276900,1986,1914,1870,2154,-1746,397800,2427,-1209,1107162,960,864,162,180063,-404,6588177,6586959,2427,1209,1107162,6587710,-6587426,935434656,6587515,6587621,-349141104,6587641,6587495,480892464,6588081,6587055,,7168824,-6006312,1891,1745,132714,6587772,6587364,6522931,6523037,-345718152,142350,204,106,92,53352,32292,-96354,298,2030,2,1970,276336,1569,351,584640,503,32901,31683,19665828,2427,-1209,1107162,32494,32090,32444,32140,4908384,32239,-32345,-1711476,1970,195,-1666,276336,32325,32259,32310,32274,32357,32227,2098980,32496,32088,-18603,49248,351,258,1765,-1871,443,-259,43,416,286,22815,1950,86,197,185,36,102,10,523,-503,53,430,630,1420,112,102,43,96,197,63,10,185,36,22,142,202,513,139,65,8,12,195,204,0
-461344464,252,12,56,-119,208,44,90,33,6,241,-52,108,-2521008,54,139,88,-110208,-41328,-635294016,137,123,416,121,20520,2,1,-454608,287,4320,182,-118,172,-1914864,178,8,-164,3,-1,17,612,90720,340,22176,776,56,149760,-479,-42840,308,-412,-18720,416,-304,481,-239,43560,417,303,348,543,-177,65880,493,11,60732,88,44,372,-34112,112,-2520756,-2521260,493,-11,60732,-2520887,2521129,-305041968,-2521060,-2520956,131092416,-2520952,-2521064,-141176448,-2520800,-2521216,-524369664,-2631216,2410800,297,185,13496,-2520825,-2521191,-1914916,-1914812,99572928,20160,183,46,84,-20172,-13776,-12532,-216,372,-4,364,29643,340,-164,22176,-41,-13524,-14028,-3471552,493,11,60732,-13637,-13915,-13653,-13899,-1694448,-13828,13724,716352,364,180,-118,29643,-13743,-13809,-13768,-13784,-13686,-13866,-1239840,-13593,-13959,8528,9152,-164,416,189,-293,-80,248,35,-74,-254,-14760,360,42,110,119,57,86,2,210,-206,37,70,108,242,88,86,35,44,110,54,2,119,57,17,121,139,208,137,90,6,1,180,183,0
647634000,442,0,65,-125,358,84,74,31,0,1339,-49,1022,3408600,57,185,672,143520,101660,1506601200,157,141,2864,133,62952,184,23,556140,-89,0,191,-1198,688,3318900,175,8,-274,31,15,20,1906,647088,1114,297024,4328,1400,4192896,-1589,-183000,1415,-1513,-71736,1529,-1399,1597,-1331,194712,1507,1421,1464,1654,-1274,278160,1781,-897,591838,672,588,128,82340,-279,3409042,3408158,1781,897,591838,3408733,-3408467,453343800,3408551,3408649,-167021400,3408665,3408535,221559000,3408958,3408242,1220278800,3552120,-3265080,1404,1274,87035,3408790,3408410,3318851,3318949,-162626100,95160,190,92,78,32430,17940,-65611,181,1464,8,1480,188799,1114,230,297024,371,18382,17498,7929480,1781,-897,591838,18125,17755,18081,17799,2529540,17891,-17989,-879060,1480,183,-1198,188799,17971,17909,17948,17932,18014,17866,1327560,18130,17750,-11270,30072,230,212,1290,-1388,308,-152,39,304,156,17020,1464,76,149,156,43,86,8,366,-350,47,312,456,1064,94,86,39,84,149,57,8,156,43,20,133,185,358,157,74,0,23,183,190,0
290116440,252,102,62,-129,195,57,64,33,17,1053,-50,930,1436220,56,134,342,163530,22680,361927440,145,141,1170,135,68556,42,7,234630,51,120564,203,-912,510,952740,191,23,-138,13,1,17,1434,297864,594,86184,2352,-12,1382940,-1311,-152478,1132,-1232,-59100,1244,-1120,1317,-1047,159570,1240,1124,1080,1384,-980,238764,1305,-801,265356,342,285,105,17550,-140,1436472,1435968,1305,801,265356,1436355,-1436085,193889700,1436170,1436270,-71811000,1436282,1436158,89045640,1436415,1436025,280062900,1599750,-1272690,1115,991,65286,1436422,1436018,952690,952790,-47637000,73284,202,63,79,12690,7110,-52650,40,1284,-11,1194,148473,594,90,86184,231,7362,6858,1791720,1305,-801,265356,7244,6976,7251,6969,1002510,7060,-7160,-355500,1194,197,-912,148473,7143,7077,7133,7087,7174,7046,455040,7312,6908,-4500,11115,90,162,1003,-1103,169,-11,39,154,26,5760,1182,51,126,114,58,85,6,201,-189,45,234,336,810,91,85,39,57,126,56,6,114,58,17,135,134,195,145,64,17,7,197,202,0
1572096512,707,22,75,-144,602,105,64,37,2,1979,-53,1416,7782656,64,212,1155,500864,316736,,162,166,6622,155,70059,77,7,1425536,-282,46706,204,-1813,1067,8167936,182,13,-497,18,-4,23,2830,1500961,1862,816585,8745,4499,14058506,-2267,-305712,2070,-2176,-112519,2198,-2048,2278,-1968,329065,2156,2090,2101,2325,-1921,428846,2686,-1272,1399153,1155,1050,154,269696,-501,7783363,7781949,2686,1272,1399153,7782811,-7782501,1206311680,7782603,7782709,-412480768,7782731,7782581,583699200,7783258,7782054,,8283520,-7281792,2054,1904,148425,7782858,7782454,8167883,8167989,-432900608,159225,202,116,86,74368,38528,-104887,395,2145,9,2145,328514,1862,448,816585,614,39235,37821,27239296,2686,-1272,1399153,38740,38316,38694,38362,6395648,38475,-38581,-2041984,2145,193,-1813,328514,38565,38491,38541,38515,38592,38464,2465792,38730,38326,-23744,63210,448,259,1926,-2032,534,-362,48,512,384,28672,2123,94,212,201,33,97,11,613,-591,59,528,704,1705,108,97,48,105,212,64,11,201,33,23,155,212,602,162,64,2,7,193,202,0
269630900,435,35,82,-136,359,76,77,36,5,1159,-68,860,1419110,75,180,532,89628,42195,617312850,173,150,2513,143,55685,84,12,268884,53,45325,192,-1009,588,1344420,178,12,-283,19,5,19,1730,563325,967,231420,3808,1218,3254335,-1431,-176120,1227,-1363,-88060,1377,-1213,1438,-1152,185185,1338,1252,1260,1485,-1105,246050,1594,-724,504165,532,456,262,34823,-165,1419545,1418675,1594,724,504165,1419253,-1418967,202932730,1419042,1419178,-96499480,1419192,1419028,116367020,1419469,1418751,509460490,1508738,-1329482,1241,1077,95038,1419300,1418920,1344352,1344488,-91420560,106190,190,83,77,14550,7469,-78812,29,1330,2,1309,173850,967,97,231420,247,7904,7034,3249015,1594,-724,504165,7649,7289,7619,7319,1120350,7401,-7537,-507892,1309,185,-1009,173850,7505,7433,7481,7457,7546,7392,575113,7659,7279,-6596,27284,97,338,1091,-1227,174,-20,43,174,20,7469,1295,69,180,155,43,84,7,366,-352,50,301,525,1001,91,84,43,76,180,75,7,155,43,19,143,180,359,173,77,5,12,185,190,1
1014887250,334,18,69,-126,262,72,69,28,2,1602,-51,1394,5204550,60,161,648,293590,104876,1738319700,128,144,2358,135,86400,63,7,747320,-170,31104,201,-1458,846,4297090,183,11,-190,16,-2,18,2062,577152,982,216432,4086,630,4074624,-1854,-217728,1677,-1779,-88128,1797,-1659,1863,-1593,233280,1778,1678,1710,1923,-1533,336960,1936,-1268,535068,648,576,-52,82268,-365,5204884,5204216,1936,1268,535068,5204685,-5204415,702614250,5204499,5204601,-265432050,5204619,5204481,359113950,5204812,5204288,1363592100,5498140,-4910960,1671,1533,110538,5204745,5204355,4297039,4297141,-219151590,119232,195,81,85,45216,26690,-81702,263,1746,7,1746,230688,982,314,216432,458,27024,26356,8914460,1936,-1268,535068,26851,26529,26834,26546,3843360,26639,-26741,-1361190,1746,192,-1458,230688,26718,26662,26701,26679,26759,26621,1841610,26885,26495,-16014,18864,314,20,1551,-1653,399,-229,37,383,245,21666,1728,63,146,133,50,94,9,271,-253,46,333,540,1215,103,94,37,72,146,60,9,133,50,18,135,161,262,128,69,2,7,192,195,0
252105750,365,24,61,-119,290,75,71,30,4,1015,-49,769,1292850,55,166,450,66300,31025,471890250,138,131,1740,125,54432,216,36,198900,46,27216,195,-884,504,1100580,183,10,-215,42,30,18,1499,413910,815,164250,2874,606,1973160,-1253,-134946,1085,-1183,-55566,1195,-1073,1259,-1009,141750,1182,1086,1110,1329,-939,221130,1380,-650,370475,450,375,205,24650,-134,1293215,1292485,1380,650,370475,1292975,-1292725,161606250,1292801,1292899,-63349650,1292911,1292789,78863850,1293140,1292560,374926500,1359150,-1226550,1076,954,61915,1293045,1292655,1100531,1100629,-53928420,69174,195,81,78,11135,6630,-49735,36,1158,2,1146,132965,815,85,164250,216,6995,6265,2419950,1380,-650,370475,6796,6464,6761,6499,868530,6581,-6679,-324870,1146,189,-884,132965,6660,6600,6640,6620,6701,6559,470730,6825,6435,-4165,21750,85,280,966,-1064,163,-7,36,156,14,6035,1134,69,136,140,48,84,6,296,-284,42,216,330,750,90,84,36,75,136,55,6,140,48,18,125,166,290,138,71,4,36,189,195,0
1144412640,689,40,75,-154,587,102,72,44,4,1716,-55,1181,5838840,65,224,1020,417060,228059,,240,174,5870,164,61710,110,11,1310760,-157,74800,197,-1542,1000,6672960,177,14,-485,21,1,23,2559,1288430,1709,702780,7740,4000,10976900,-2024,-287980,1815,-1925,-102850,1945,-1795,2034,-1706,306680,1903,1837,1830,2066,-1674,366520,2405,-1027,1182324,1020,918,256,194297,-386,5839529,5838151,2405,1027,1182324,5839004,-5838676,957569760,5838785,5838895,-321136200,5838915,5838765,437913000,5839427,5838253,,6255900,-5421780,1791,1641,128700,5839036,5838644,6672905,6673015,-367012800,140250,196,112,90,57594,29790,-94380,276,1910,6,1890,298584,1709,331,702780,505,30479,29101,20525310,2405,-1027,1182324,30014,29566,29964,29616,5183460,29735,-29845,-1638450,1890,187,-1542,298584,29834,29746,29804,29776,29862,29718,2144880,29986,29594,-18205,59874,331,358,1661,-1771,421,-241,54,403,259,23832,1870,92,206,198,33,100,10,597,-577,64,540,650,1640,110,100,54,102,206,65,10,198,33,23,164,224,587,240,72,4,11,187,196,0
412346430,404,42,69,-122,327,77,71,31,6,1194,-55,912,2136510,62,174,539,143910,54540,863150040,153,136,2289,129,59220,147,21,343170,1,55272,195,-1058,623,1926180,181,13,-250,28,14,19,1720,531664,943,217756,3605,973,3012324,-1438,-160552,1261,-1371,-72380,1385,-1247,1445,-1187,169764,1361,1271,1274,1509,-1123,253988,1598,-790,482376,539,462,192,44145,-190,2136914,2136106,1598,790,482376,2136639,-2136381,275609790,2136455,2136565,-117508050,2136579,2136441,147419190,2136837,2136183,698638770,2280420,-1992600,1263,1125,82386,2136703,2136317,1926125,1926235,-105939900,90804,193,84,82,18360,11070,-65670,80,1358,1,1330,162384,943,135,217756,271,11474,10666,4472280,1598,-790,482376,11244,10896,11206,10934,1505520,11015,-11125,-608850,1330,188,-1058,162384,11101,11039,11083,11057,11141,10999,785970,11263,10877,-7425,25179,135,269,1139,-1249,217,-53,38,206,64,9585,1316,70,161,149,45,89,7,334,-320,45,266,434,903,96,89,38,77,161,62,7,149,45,19,129,174,327,153,71,6,21,188,193,0
367576482,610,48,71,-136,521,89,68,35,6,1392,-55,918,1847118,63,210,712,129948,62220,1126741980,166,152,4168,144,53480,104,13,324870,50,73344,199,-1240,792,1949220,183,14,-432,21,5,22,2138,932080,1322,434320,5696,2640,6368704,-1664,-207808,1473,-1583,-84040,1599,-1457,1672,-1384,220032,1563,1493,1480,1727,-1329,304072,2002,-782,849120,712,623,419,53142,-157,1847728,1846508,2002,782,849120,1847262,-1846974,265984992,1847063,1847173,-101591490,1847189,1847047,131145378,1847639,1846597,962348478,1977066,-1717170,1463,1321,98832,1847317,1846919,1949165,1949275,-107207100,108488,199,97,91,15504,9282,-76560,47,1576,2,1544,211584,1322,102,434320,254,9892,8672,5662020,2002,-782,849120,9492,9072,9434,9130,1410864,9227,-9337,-510510,1544,191,-1240,211584,9317,9247,9296,9268,9350,9214,631176,9481,9083,-5610,46369,102,508,1337,-1447,193,-11,43,170,34,6936,1528,81,195,186,35,99,8,529,-513,51,344,504,1152,107,99,43,89,195,63,8,186,35,22,144,210,521,166,68,6,13,191,199,0
601278480,348,0,61,-119,277,71,75,30,0,1329,-45,1100,3232680,53,158,568,139040,76560,1124972640,145,135,2216,127,70952,72,9,521400,-85,0,189,-1194,696,2746040,173,8,-206,17,1,18,1796,503904,916,197664,3664,768,3208768,-1567,-172312,1403,-1493,-65160,1509,-1387,1575,-1321,183896,1497,1399,1448,1634,-1262,269328,1677,-981,462492,568,497,57,60940,-265,3233028,3232332,1677,981,462492,3232807,-3232553,410550360,3232635,3232725,-145470600,3232741,3232619,197193480,3232957,3232403,895452360,3371720,-3093640,1390,1268,81069,3232866,3232494,2745995,2746085,-123571800,88328,186,79,79,29700,17380,-59805,175,1448,8,1464,179415,916,220,197664,355,17728,17032,6048240,1677,-981,462492,17538,17222,17515,17245,2346300,17335,-17425,-782100,1464,181,-1194,179415,17410,17350,17388,17372,17455,17305,1303500,17566,17194,-9900,19667,220,128,1284,-1374,299,-141,38,295,145,16500,1448,63,123,137,49,87,8,285,-269,46,304,424,1016,95,87,38,71,123,53,8,137,49,18,127,158,277,145,75,0,9,181,186,0
923893425,783,120,69,-167,678,105,74,45,12,1693,-49,1077,4737915,59,221,1050,534534,209061,,223,187,6780,177,57660,260,26,1093365,-80,223200,196,-1506,1010,5369637,176,22,-573,36,16,24,2643,1456380,1833,822150,8640,4920,12610800,-2027,-310620,1811,-1909,-91140,1929,-1791,2037,-1683,329220,1891,1829,1740,2055,-1665,362700,2476,-910,1325619,1050,945,411,181026,-316,4738698,4737132,2476,910,1325619,4738092,-4737738,838610955,4737866,4737964,-232157835,4737984,4737846,326916135,4738593,4737237,,5272449,-4203381,1762,1624,116817,4738110,4737720,5369588,5369686,-263112213,128340,195,115,91,49929,24297,-82957,218,1980,-2,1880,316591,1833,267,822150,454,25080,23514,19024551,2476,-910,1325619,24518,24076,24484,24110,4543539,24248,-24346,-1190553,1880,186,-1506,316591,24342,24252,24319,24275,24371,24223,1797978,24492,24102,-13083,71190,267,516,1644,-1742,358,-176,55,341,193,19758,1860,95,182,215,31,101,10,688,-668,65,550,590,1770,111,101,55,105,182,59,10,215,31,24,177,221,678,223,74,12,26,186,195,0
908527347,496,117,70,-145,415,81,63,37,13,1637,-52,1286,4389021,61,189,729,466466,115568,,175,163,3735,154,71280,81,9,784511,-70,208494,207,-1474,900,4007367,189,22,-334,18,0,20,2278,883872,1225,361584,5517,1953,6655770,-1927,-258390,1730,-1834,-92664,1852,-1712,1936,-1628,274428,1822,1742,1665,1989,-1575,368874,2133,-1141,811952,729,648,182,96695,-285,4389517,4388525,2133,1141,811952,4389175,-4388867,675909234,4388969,4389073,-228229092,4389091,4388951,307231470,4389436,4388606,1821443715,4855487,-3922555,1707,1567,114590,4389228,4388814,4007315,4007419,-208383084,124740,207,90,91,37979,21203,-85124,181,1899,-4,1800,266831,1225,233,361584,396,21699,20707,10516688,2133,-1141,811952,21392,21014,21366,21040,3456089,21151,-21255,-1102556,1800,198,-1474,266831,21240,21166,21225,21181,21266,21140,1335789,21410,20996,-12116,33615,233,263,1585,-1689,324,-142,46,296,170,14679,1782,72,187,166,40,100,9,424,-406,55,414,549,1386,109,100,46,81,187,61,9,166,40,20,154,189,415,175,63,13,9,198,207,0
