climbRate,Sgz,X,q,cur1itch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Sen,Label
268,28,0.2,0.04,0.3,-0.5,-8,-2,0.007,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.5,0.019,0
63,37,0.23,0.06,0.5,0.5,-8,-6,-0.005,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
-411,15,-0.25,0.08,0.94,0.4,-8,-7,-0.005,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
305,-9,0.32,0.01,0.24,0.3,-8,3,0.004,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
301,18,0.14,0.03,0.26,1.7,-6,-2,-0.008,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
219,34,-0.2,0.04,0.34,1.6,-6,-4,-0.009,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
98,57,-0.13,0.04,0.44,-0.7,-9,-2,0.004,0,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,-0.002,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.5,0.019,0
48,60,0.26,0.02,0.48,-0.6,-8,1,0.009,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
-444,31,-0.04,0.03,0.93,1.7,-6,-2,-0.005,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-106,-36,-0.03,-0.05,0.6,0.9,-7,6,0.001,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
218,-5,-0.07,0.03,0.33,0.5,-7,-2,0,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
150,17,0.09,0.03,0.39,0.6,-7,-2,0.002,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
-36,25,-0.22,0.05,0.57,0.4,-8,-4,-0.005,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-139,15,-0.08,0.04,0.65,-0.8,-9,-2,0.004,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.5,0.019,0
57,12,0.2,0.07,0.47,-0.7,-9,3,0.008,-1.9,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
-269,-10,-0.25,0.04,0.77,0.7,-7,-3,-0.003,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
122,-23,0.22,0.03,0.41,0.5,-8,-2,0.002,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
121,-11,-0.35,0,0.4,0.4,-8,2,-0.007,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0.5,0.018,0
287,3,-0.23,-0.02,0.24,-1.1,-9,5,0.006,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
374,48,0.29,0.04,0.19,-0.8,-9,-2,0.005,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
158,70,0.02,0.16,0.4,0.4,-8,-7,-0.017,-0.7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,0
-290,65,-0.35,0.12,0.82,-0.4,-8,-12,-0.005,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0,0,0,0,0,0,0,0,0,0,-0.001,0,-0.002,0,0.6,0.02,0
-388,31,0.05,-0.05,0.87,-1.6,-10,0,0.012,0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
-172,14,0.25,-0.08,0.63,-0.9,-9,12,0.002,0.4,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
104,15,0.07,-0.01,0.41,0.3,-8,3,-0.006,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
-138,53,-0.11,0.11,0.68,-0.6,-8,-10,0.001,0,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
-174,26,0.32,0.08,0.7,0.4,-8,-9,0.001,0.7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,0
-376,11,0.18,0.05,0.87,1.3,-7,-6,-0.01,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.001,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.5,0.019,0
69,-16,-0.32,-0.07,0.42,0.5,-7,8,-0.004,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.001,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
337,-4,-0.17,-0.04,0.19,-0.5,-8,6,0.009,0.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
551,24,0.22,0.12,0.01,-0.4,-8,5,0.01,-1.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
481,32,0.32,0.05,0.1,-0.2,-8,-9,0.009,1.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-31,53,-0.03,0.13,0.59,1,-7,-13,-0.012,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,-0.001,0,0,0,0,0,0,0,0,0,0.6,0.02,0
-256,48,-0.16,0.1,0.78,0.7,-7,-10,-0.002,0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
-181,5,0.18,-0.04,0.66,0.7,-7,5,0.004,-0.1,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
-208,-5,0.04,0.05,0.72,1.3,-7,-6,-0.009,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-147,-30,-0.23,-0.02,0.64,0.4,-8,3,-0.002,0,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
298,-20,0.28,-0.03,0.23,0.5,-8,5,0.004,-0.1,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
-31,13,-0.33,0.06,0.56,0.7,-7,-6,-0.006,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-86,11,-0.37,0.06,0.61,0.3,-8,-6,-0.004,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,-0.001,0,0,0,0,0,0,0,-0.002,0,-0.001,0,0,0,0.5,0.019,0
-112,10,-0.37,-0.04,0.62,0,-8,-4,0.001,0.8,0.016,0.016,0.016,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,-0.002,0,-0.001,0,-0.001,0,0,0,0,0,0,0,0.5,0.018,0
454,25,0.34,0.03,0.09,-0.4,-8,5,0.012,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.018,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0.5,0.018,0
295,36,0.49,0.14,0.3,0.3,-8,-14,0.004,0.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
-522,17,0.1,0.06,1,2.3,-6,-3,-0.007,-0.5,0.017,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-411,-10,-0.04,-0.09,0.85,2.4,-6,9,-0.004,0.3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,0
72,-23,-0.01,-0.1,0.41,2.2,-6,11,0.002,-0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,0
353,35,-0.1,0.1,0.23,2.1,-6,-11,-0.004,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.5,0.02,0
-201,40,-0.23,0.17,0.76,1.6,-6,-18,-0.005,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,0
885,9,0.18,0.06,-0.31,0.5,-8,3,0.004,-0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
255,83,-0.21,0.18,0.35,0.8,-7,-20,-0.008,0.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,0
67,86,-0.27,0.19,0.52,0.6,-7,-20,-0.007,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0.6,0.021,0
-269,52,0.31,0.04,0.76,0.5,-7,-3,0.003,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
-526,28,0.19,-0.18,0.97,1.6,-6,1,-0.005,4,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
-462,23,0.17,-0.05,0.89,1.7,-6,13,-0.005,-0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.5,0.017,0
252,9,-0.2,-0.01,0.27,0.4,-8,2,0.002,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.5,0.018,0
1,25,0.23,0.04,0.52,0.5,-8,-4,0.004,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
-142,-8,-0.24,-0.09,0.62,0.6,-7,2,0.002,0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
183,-7,-0.04,-0.08,0.3,0.1,-8,11,0.009,0,0.017,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,0
158,9,0.19,0.11,0.4,0.4,-8,-11,0.004,-0.3,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-394,-20,-0.24,0.01,0.87,0.6,-7,0,-0.005,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
406,-30,0.3,-0.08,0.1,0.5,-8,10,0.004,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.5,0.016,0
488,-3,0.16,0.03,0.07,1.4,-7,-2,-0.013,-0.4,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.018,0
296,16,-0.2,0.27,0.3,1.4,-7,-14,-0.016,-2.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,0
74,19,-0.35,0.18,0.52,1.1,-7,-22,-0.014,1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,-0.001,0,0,0,0,0,-0.001,0,0,0,0,0,0.6,0.021,0
-170,18,-0.46,0.19,0.74,0.7,-7,-21,-0.005,0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,-0.002,0,-0.001,0,0,0,0.6,0.021,0
-458,-6,-0.26,0.05,0.94,-0.9,-9,-4,0.008,0,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.002,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.5,0.018,0
-364,-26,0.05,-0.05,0.8,-1.2,-9,11,0.013,-1.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,0
-110,-36,0.3,-0.08,0.57,-0.7,-9,10,0.008,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.016,0
1,-38,0.35,0,0.5,0.6,-7,2,-0.003,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.5,0.018,0
13,-38,0.34,0.01,0.49,0.8,-7,2,-0.006,-0.2,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0,0,0,0,0.001,0,0,0,0,0,0,0,-0.002,0,0.5,0.018,0
39,-35,-0.11,0.03,0.48,1.3,-7,-2,-0.014,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
12,-33,-0.46,0.02,0.5,-0.2,-8,-1,-0.004,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
37,-33,-0.38,-0.02,0.46,-1.3,-9,4,0.013,0.3,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
224,-25,0.2,-0.03,0.28,-1.7,-10,6,0.017,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
348,-8,0.43,0.02,0.19,-0.4,-8,1,-0.003,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.5,0.018,0
361,-3,0.43,0.01,0.17,0.1,-8,2,-0.002,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.5,0.018,0
101,14,0.23,0.13,0.46,1.2,-7,-13,-0.008,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
176,-17,0.04,0.02,0.32,1.5,-6,7,-0.002,-0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
19,6,-0.28,-0.09,0.47,0,-8,4,0.001,1.7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
193,15,-0.05,0.01,0.32,-0.8,-9,2,0.007,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
225,20,0.06,-0.01,0.29,-0.8,-9,3,0.009,0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.5,0.017,0
246,31,0.31,0.04,0.29,-0.3,-8,-5,0.008,0.6,0.021,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.5,0.018,0
151,36,0.37,0.1,0.41,0.2,-8,-14,0.003,0.4,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.019,0.001,0,0,0,0,0,0,0,0,0,-0.002,0,0.001,0,0.6,0.019,0
-33,37,0.31,0.22,0.59,0.7,-7,-14,-0.007,-0.8,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,0
-508,23,0.1,0.14,1.01,1.2,-7,-14,-0.007,-0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.02,0.02,0.02,-0.001,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0.6,0.02,0
-400,-18,0.1,-0.08,0.83,1.5,-6,8,0.002,0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,0
-47,-46,-0.22,-0.05,0.52,1.3,-7,6,-0.004,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
75,-45,-0.23,0.03,0.44,0.8,-7,2,0.003,-1.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
281,-29,-0.16,-0.04,0.22,-0.6,-8,7,0.002,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.017,0
385,9,0.27,0.19,0.2,-0.3,-8,-11,0.003,-2.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,0
-44,19,0.21,0.14,0.59,0.8,-7,-14,-0.006,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
-228,16,0.14,0.14,0.76,1,-7,-14,-0.006,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.6,0.02,0
-223,-6,-0.09,-0.04,0.68,1,-7,6,-0.004,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
121,-11,-0.03,-0.06,0.36,0.7,-7,8,0.003,-0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,0
-319,35,-0.12,-0.03,0.82,0.5,-7,-13,-0.003,3.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.019,0.019,0.019,-0.001,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0.5,0.019,0
42,20,0.12,0.01,0.46,0.4,-8,2,0.003,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.017,0
-260,21,0.07,0.08,0.76,0.6,-7,-7,-0.002,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-356,14,0.02,0.08,0.85,0.7,-7,-8,-0.004,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.5,0.019,0
-316,-5,-0.14,-0.03,0.77,0.5,-7,4,-0.005,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
355,15,0.21,0.07,0.2,1,-7,-6,-0.001,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
-173,27,-0.3,0.1,0.69,1.1,-7,-10,-0.01,-0.1,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-296,22,-0.4,0.01,0.79,0.6,-7,-9,-0.004,0.8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0,0,-0.001,0,0,0,0,0,0,0,0,0,-0.002,0,0.5,0.018,0
160,11,0.06,0.15,0.36,-1,-9,3,0.007,-2.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.018,0
-476,3,0.2,0.01,0.97,-0.5,-8,-16,0.002,2.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.019,0.019,0.019,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0.6,0.019,0
